PWS ID,Facility Water Type,Latitude,Longitude,Contaminant,chain length,long-short,Total
SC4410001,SW-Surface Water,34.720776,-81.61189,PFBS,4,short,3
SC4410001,SW-Surface Water,34.720776,-81.61189,PFHpA,7,short,3
SC4410001,SW-Surface Water,34.720776,-81.61189,PFHxA,6,short,5.1
SC4410001,SW-Surface Water,34.720776,-81.61189,PFOA,8,Long,5.9
SC4410001,SW-Surface Water,34.720776,-81.61189,PFOS,8,Long,6.1
SC4410001,SW-Surface Water,34.720776,-81.61189,PFPeA,5,short,6.8
SC4610001,SW-Surface Water,34.997918,-81.235714,PFHxA,6,short,3.4
SC4610001,SW-Surface Water,34.997918,-81.235714,PFPeA,5,short,3.4
SD4600274,SW-Surface Water,44.062382,-103.142401,PFHxS,6,short,5.8
TN0000090,SW-Surface Water,36.060595,-88.110573,PFBA,4,short,9.6
TN0000090,SW-Surface Water,36.060595,-88.110573,PFBS,4,short,5.1
TN0000090,SW-Surface Water,36.060595,-88.110573,PFHpA,7,short,3.1
TN0000090,SW-Surface Water,36.060595,-88.110573,PFHxA,6,short,4.6
TN0000090,SW-Surface Water,36.060595,-88.110573,PFHxS,6,short,3.5
TN0000090,SW-Surface Water,36.060595,-88.110573,PFOA,8,Long,13
TN0000090,SW-Surface Water,36.060595,-88.110573,PFOS,8,Long,24
TN0000107,SW-Surface Water,35.03494,-85.270658,PFBA,4,short,8.5
TN0000107,SW-Surface Water,35.03494,-85.270658,PFBS,4,short,8.1
TN0000117,GU-Groundwater Under Influence of Surface Water,35.185664,-84.887821,PFBS,4,short,24.9
TN0000117,SW-Surface Water,35.185664,-84.887821,PFBA,4,short,5.5
TN0000386,SW-Surface Water,36.011997,-86.565342,PFBA,4,short,12.2
TN0000386,SW-Surface Water,36.011997,-86.565342,PFBS,4,short,29
TN0000386,SW-Surface Water,36.011997,-86.565342,PFHxA,6,short,21.6
TN0000386,SW-Surface Water,36.011997,-86.565342,PFOA,8,Long,9.9
TN0000386,SW-Surface Water,36.011997,-86.565342,PFPeA,5,short,18.4
TN0000541,SW-Surface Water,35.648975,-88.125308,PFBA,4,short,7.1
TN0000541,SW-Surface Water,35.648975,-88.125308,PFBS,4,short,4.3
TN0000541,SW-Surface Water,35.648975,-88.125308,PFHxA,6,short,3.1
TN0000541,SW-Surface Water,35.648975,-88.125308,PFOA,8,Long,6.9
TN0000541,SW-Surface Water,35.648975,-88.125308,PFOS,8,Long,13
TN0000628,SW-Surface Water,35.483937,-86.448218,PFBS,4,short,3.3
TN0000628,SW-Surface Water,35.483937,-86.448218,PFOA,8,Long,4.1
TN0000639,SW-Surface Water,35.980732,-86.513102,PFBA,4,short,10
TN0000639,SW-Surface Water,35.980732,-86.513102,PFBS,4,short,23
TN0000639,SW-Surface Water,35.980732,-86.513102,PFHxA,6,short,17
TN0000639,SW-Surface Water,35.980732,-86.513102,PFOA,8,Long,5.8
TN0000639,SW-Surface Water,35.980732,-86.513102,PFPeA,5,short,14
TN0001068,SW-Surface Water,35.98790979,-84.25605388,PFBS,4,short,3.6
TX0030004,GW-Groundwater,31.287325,-94.733618,PFBA,4,short,8.4
TX0140002,SW-Surface Water,31.045295,-97.475804,PFBA,4,short,5.2
TX0140002,SW-Surface Water,31.045295,-97.475804,PFHxS,6,short,3.6
TX0140002,SW-Surface Water,31.045295,-97.475804,PFPeA,5,short,3.3
TX0140005,SW-Surface Water,31.08588,-97.369587,PFBS,4,short,3.6
TX0140005,SW-Surface Water,31.08588,-97.369587,PFHxS,6,short,4
TX0140005,SW-Surface Water,31.08588,-97.369587,PFPeA,5,short,3.7
TX0140023,SW-Surface Water,31.059386,-97.643018,PFBA,4,short,8
TX0150045,GW-Groundwater,29.523919,-98.517705,PFBS,4,short,3.2
TX0200002,"MX-Any combination of GW, SW, and GU",29.169001,-95.429036,PFBA,4,short,28.3
TX0200002,"MX-Any combination of GW, SW, and GU",29.169001,-95.429036,PFHxA,6,short,7.2
TX0200002,"MX-Any combination of GW, SW, and GU",29.169001,-95.429036,PFPeA,5,short,105.4
TX0200004,GW-Groundwater,29.020695,-95.401748,PFPeA,5,short,38.6
TX0200004,SW-Surface Water,29.020695,-95.401748,PFBA,4,short,12
TX0200004,SW-Surface Water,29.020695,-95.401748,PFBS,4,short,4.9
TX0200004,SW-Surface Water,29.020695,-95.401748,PFHxA,6,short,4.8
TX0200004,SW-Surface Water,29.020695,-95.401748,PFPeA,5,short,140
TX0200005,SW-Surface Water,28.938762,-95.360402,PFBA,4,short,12.7
TX0200005,SW-Surface Water,28.938762,-95.360402,PFHxA,6,short,4.1
TX0200005,SW-Surface Water,28.938762,-95.360402,PFPeA,5,short,73
TX0200035,SW-Surface Water,29.063761,-95.41674,PFBA,4,short,38
TX0200035,SW-Surface Water,29.063761,-95.41674,PFBS,4,short,4
TX0200035,SW-Surface Water,29.063761,-95.41674,PFHxA,6,short,5.4
TX0200035,SW-Surface Water,29.063761,-95.41674,PFPeA,5,short,180
TX0250002,SW-Surface Water,31.700089,-98.977917,PFBA,4,short,6
TX0290002,SW-Surface Water,28.609635,-96.631219,PFBA,4,short,14.2
TX0290002,SW-Surface Water,28.609635,-96.631219,PFBS,4,short,6.5
TX0290002,SW-Surface Water,28.609635,-96.631219,PFHxA,6,short,10
TX0290002,SW-Surface Water,28.609635,-96.631219,PFHxS,6,short,6.7
TX0290002,SW-Surface Water,28.609635,-96.631219,PFOA,8,Long,5.9
TX0290002,SW-Surface Water,28.609635,-96.631219,PFPeA,5,short,16.3
TX0310002,SW-Surface Water,26.18526,-97.707114,PFBA,4,short,6.8
TX0310002,SW-Surface Water,26.18526,-97.707114,PFHxA,6,short,3
TX0310003,SW-Surface Water,26.157985,-97.825255,PFBA,4,short,6.8
TX0360104,SW-Surface Water,29.810137,-94.896871,6:2 FTS,8,Long,5.3
TX0360104,SW-Surface Water,29.810137,-94.896871,PFBA,4,short,8.6
TX0360104,SW-Surface Water,29.810137,-94.896871,PFBS,4,short,4.6
TX0360104,SW-Surface Water,29.810137,-94.896871,PFHxA,6,short,5.9
TX0360104,SW-Surface Water,29.810137,-94.896871,PFPeA,5,short,157
TX0420001,SW-Surface Water,31.825882,-99.429701,PFBA,4,short,6.7
TX0430005,SW-Surface Water,33.156443,-96.821485,PFBA,4,short,5.3
TX0430011,SW-Surface Water,33.005064,-96.552637,PFBA,4,short,7.8
TX0430011,SW-Surface Water,33.005064,-96.552637,PFBS,4,short,6.6
TX0430011,SW-Surface Water,33.005064,-96.552637,PFHxA,6,short,8
TX0430011,SW-Surface Water,33.005064,-96.552637,PFPeA,5,short,8.9
TX0430025,SW-Surface Water,33.108754,-96.672017,PFBA,4,short,7.7
TX0430025,SW-Surface Water,33.108754,-96.672017,PFBS,4,short,3.6
TX0430025,SW-Surface Water,33.108754,-96.672017,PFHxA,6,short,6.6
TX0430025,SW-Surface Water,33.108754,-96.672017,PFPeA,5,short,6
TX0460001,GW-Groundwater,29.699226,-98.116416,PFHxS,6,short,3
TX0460001,"MX-Any combination of GW, SW, and GU",29.699226,-98.116416,PFPeA,5,short,3.2
TX0470001,SW-Surface Water,31.898465,-98.601996,PFBA,4,short,6
TX0570006,SW-Surface Water,32.599591,-96.863911,PFBA,4,short,16
TX0570006,SW-Surface Water,32.599591,-96.863911,PFBS,4,short,4.2
TX0570006,SW-Surface Water,32.599591,-96.863911,PFHxA,6,short,4.7
TX0570006,SW-Surface Water,32.599591,-96.863911,PFPeA,5,short,5.3
TX0570007,SW-Surface Water,32.646193,-96.912975,PFBA,4,short,7.7
TX0570007,SW-Surface Water,32.646193,-96.912975,PFBS,4,short,4.2
TX0570007,SW-Surface Water,32.646193,-96.912975,PFHxA,6,short,6
TX0570007,SW-Surface Water,32.646193,-96.912975,PFPeA,5,short,6.5
TX0570010,SW-Surface Water,32.909308,-96.631883,PFBA,4,short,12
TX0570010,SW-Surface Water,32.909308,-96.631883,PFBS,4,short,5.7
TX0570010,SW-Surface Water,32.909308,-96.631883,PFHxA,6,short,7.5
TX0570010,SW-Surface Water,32.909308,-96.631883,PFPeA,5,short,8.6
TX0570013,SW-Surface Water,32.597704,-96.776039,PFBA,4,short,9.9
TX0570013,SW-Surface Water,32.597704,-96.776039,PFBS,4,short,4.9
TX0570013,SW-Surface Water,32.597704,-96.776039,PFHxA,6,short,6.6
TX0570013,SW-Surface Water,32.597704,-96.776039,PFPeA,5,short,7
TX0570015,SW-Surface Water,32.971583,-96.70928,PFBA,4,short,5.4
TX0570015,SW-Surface Water,32.971583,-96.70928,PFBS,4,short,3.3
TX0570015,SW-Surface Water,32.971583,-96.70928,PFHxA,6,short,4.4
TX0570015,SW-Surface Water,32.971583,-96.70928,PFPeA,5,short,4.6
TX0570016,SW-Surface Water,32.652622,-96.545674,PFBA,4,short,7.6
TX0570016,SW-Surface Water,32.652622,-96.545674,PFBS,4,short,4.1
TX0570016,SW-Surface Water,32.652622,-96.545674,PFHxA,6,short,4.7
TX0570016,SW-Surface Water,32.652622,-96.545674,PFPeA,5,short,5
TX0570034,SW-Surface Water,32.988906,-96.89995,PFBA,4,short,20.8
TX0570034,SW-Surface Water,32.988906,-96.89995,PFHxA,6,short,11.9
TX0570034,SW-Surface Water,32.988906,-96.89995,PFPeA,5,short,13.2
TX0570036,SW-Surface Water,32.593387,-96.951612,PFBA,4,short,6.4
TX0570036,SW-Surface Water,32.593387,-96.951612,PFHxA,6,short,3.9
TX0570036,SW-Surface Water,32.593387,-96.951612,PFPeA,5,short,4.1
TX0570038,SW-Surface Water,32.738202,-96.888467,PFBS,4,short,4.3
TX0570038,SW-Surface Water,32.738202,-96.888467,PFHxA,6,short,9.2
TX0570038,SW-Surface Water,32.738202,-96.888467,PFPeA,5,short,9.5
TX0570047,SW-Surface Water,32.92715,-96.880513,PFBA,4,short,7.3
TX0570047,SW-Surface Water,32.92715,-96.880513,PFBS,4,short,3.1
TX0570047,SW-Surface Water,32.92715,-96.880513,PFHxA,6,short,4.5
TX0570047,SW-Surface Water,32.92715,-96.880513,PFPeA,5,short,4.4
TX0570049,SW-Surface Water,32.831059,-96.80125,PFBA,4,short,6.9
TX0570049,SW-Surface Water,32.831059,-96.80125,PFBS,4,short,6.1
TX0570049,SW-Surface Water,32.831059,-96.80125,PFHxA,6,short,15.6
TX0570049,SW-Surface Water,32.831059,-96.80125,PFHxS,6,short,3
TX0570049,SW-Surface Water,32.831059,-96.80125,PFPeA,5,short,12.5
TX0570050,SW-Surface Water,32.858394,-96.970226,PFBA,4,short,28.1
TX0570050,SW-Surface Water,32.858394,-96.970226,PFBS,4,short,13.6
TX0570050,SW-Surface Water,32.858394,-96.970226,PFHxA,6,short,22.1
TX0570050,SW-Surface Water,32.858394,-96.970226,PFPeA,5,short,21.8
TX0570061,SW-Surface Water,32.853266,-96.792575,PFBA,4,short,6.9
TX0570061,SW-Surface Water,32.853266,-96.792575,PFBS,4,short,3.4
TX0570061,SW-Surface Water,32.853266,-96.792575,PFHxA,6,short,6
TX0570061,SW-Surface Water,32.853266,-96.792575,PFPeA,5,short,6.6
TX0610002,SW-Surface Water,33.217407,-97.15412,PFBA,4,short,17.4
TX0610002,SW-Surface Water,33.217407,-97.15412,PFBS,4,short,4.7
TX0610002,SW-Surface Water,33.217407,-97.15412,PFHxA,6,short,5.6
TX0610002,SW-Surface Water,33.217407,-97.15412,PFPeA,5,short,5.7
TX0610004,SW-Surface Water,33.045449,-96.975193,PFBA,4,short,18.5
TX0610004,SW-Surface Water,33.045449,-96.975193,PFHxA,6,short,12.6
TX0610004,SW-Surface Water,33.045449,-96.975193,PFPeA,5,short,12.6
TX0610008,SW-Surface Water,33.011138,-97.230952,PFBA,4,short,5.4
TX0610023,SW-Surface Water,33.032045,-97.07923,PFBA,4,short,21.3
TX0610023,SW-Surface Water,33.032045,-97.07923,PFBS,4,short,10.7
TX0610023,SW-Surface Water,33.032045,-97.07923,PFHxA,6,short,15.4
TX0610023,SW-Surface Water,33.032045,-97.07923,PFPeA,5,short,16.8
TX0610029,SW-Surface Water,33.131907,-97.033546,PFBA,4,short,7
TX0610029,SW-Surface Water,33.131907,-97.033546,PFHxA,6,short,4.1
TX0610029,SW-Surface Water,33.131907,-97.033546,PFPeA,5,short,4.4
TX0610065,SW-Surface Water,33.143101,-97.068193,PFBA,4,short,6.7
TX0610065,SW-Surface Water,33.143101,-97.068193,PFBS,4,short,3.4
TX0610065,SW-Surface Water,33.143101,-97.068193,PFHxA,6,short,4.9
TX0610065,SW-Surface Water,33.143101,-97.068193,PFPeA,5,short,5.6
TX0610081,"MX-Any combination of GW, SW, and GU",33.092217,-96.897609,PFBA,4,short,8.7
TX0610081,"MX-Any combination of GW, SW, and GU",33.092217,-96.897609,PFBS,4,short,4.1
TX0610081,"MX-Any combination of GW, SW, and GU",33.092217,-96.897609,PFHxA,6,short,6.4
TX0610081,"MX-Any combination of GW, SW, and GU",33.092217,-96.897609,PFPeA,5,short,6.3
TX0610228,SW-Surface Water,33.095708,-97.125395,PFBA,4,short,8.2
TX0610228,SW-Surface Water,33.095708,-97.125395,PFBS,4,short,3.2
TX0610228,SW-Surface Water,33.095708,-97.125395,PFHxA,6,short,4.7
TX0610228,SW-Surface Water,33.095708,-97.125395,PFPeA,5,short,5.2
TX0670002,SW-Surface Water,32.402866,-98.817225,PFBA,4,short,6.9
TX0680002,SW-Surface Water,31.884886,-102.345007,PFBS,4,short,3.6
TX0680002,SW-Surface Water,31.884886,-102.345007,PFHxS,6,short,4.7
TX0700008,SW-Surface Water,32.390551,-96.83464,PFBA,4,short,15.9
TX0700008,SW-Surface Water,32.390551,-96.83464,PFBS,4,short,3.9
TX0700008,SW-Surface Water,32.390551,-96.83464,PFPeA,5,short,3.2
TX0700031,SW-Surface Water,32.517933,-96.826663,PFBA,4,short,9.5
TX0700031,SW-Surface Water,32.517933,-96.826663,PFBS,4,short,4.9
TX0700031,SW-Surface Water,32.517933,-96.826663,PFHxA,6,short,5.8
TX0700031,SW-Surface Water,32.517933,-96.826663,PFPeA,5,short,5.7
TX0700067,SW-Surface Water,32.537914,-96.89108,PFBA,4,short,10.5
TX0700067,SW-Surface Water,32.537914,-96.89108,PFBS,4,short,5.8
TX0700067,SW-Surface Water,32.537914,-96.89108,PFHxA,6,short,6.3
TX0700067,SW-Surface Water,32.537914,-96.89108,PFPeA,5,short,7.2
TX0720001,SW-Surface Water,32.088569,-98.340197,PFBA,4,short,10
TX0720001,SW-Surface Water,32.088569,-98.340197,PFOS,8,Long,9.8
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,6:2 FTS,8,Long,1325
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,ADONA,3,short,6.7
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,PFBA,4,short,112.7
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,PFBS,4,short,11.5
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,PFHpA,7,short,6.9
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,PFHxA,6,short,24.6
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,PFOA,8,Long,4.1
TX0790005,"MX-Any combination of GW, SW, and GU",29.603102,-95.625107,PFPeA,5,short,726.5
TX0790005,SW-Surface Water,29.603102,-95.625107,PFBA,4,short,74.8
TX0790005,SW-Surface Water,29.603102,-95.625107,PFBS,4,short,5.3
TX0790005,SW-Surface Water,29.603102,-95.625107,PFHxA,6,short,12
TX0790005,SW-Surface Water,29.603102,-95.625107,PFOA,8,Long,4
TX0790005,SW-Surface Water,29.603102,-95.625107,PFPeA,5,short,358
TX0790051,GW-Groundwater,29.599899,-95.519162,PFBS,4,short,17.8
TX0790158,SW-Surface Water,29.678187,-95.639774,PFBA,4,short,7.8
TX0790158,SW-Surface Water,29.678187,-95.639774,PFHxA,6,short,3.5
TX0790158,SW-Surface Water,29.678187,-95.639774,PFPeA,5,short,4.8
TX0790229,SW-Surface Water,29.649867,-95.667163,6:2 FTS,8,Long,62.7
TX0790229,SW-Surface Water,29.649867,-95.667163,PFBS,4,short,4.5
TX0790229,SW-Surface Water,29.649867,-95.667163,PFHxA,6,short,9.3
TX0790229,SW-Surface Water,29.649867,-95.667163,PFHxS,6,short,4
TX0790229,SW-Surface Water,29.649867,-95.667163,PFPeA,5,short,8
TX0790277,SW-Surface Water,29.691115,-95.764234,PFHxA,6,short,7.7
TX0790277,SW-Surface Water,29.691115,-95.764234,PFPeA,5,short,8.6
TX0790366,SW-Surface Water,29.653078,-95.732182,PFBA,4,short,7.8
TX0790366,SW-Surface Water,29.653078,-95.732182,PFBS,4,short,3.2
TX0790366,SW-Surface Water,29.653078,-95.732182,PFHxA,6,short,6.3
TX0790366,SW-Surface Water,29.653078,-95.732182,PFHxS,6,short,3.1
TX0790366,SW-Surface Water,29.653078,-95.732182,PFPeA,5,short,6.7
TX0790376,GW-Groundwater,29.488278,-95.533169,PFBA,4,short,23
TX0790376,GW-Groundwater,29.488278,-95.533169,PFBS,4,short,3.2
TX0790376,GW-Groundwater,29.488278,-95.533169,PFHxA,6,short,4.7
TX0790376,GW-Groundwater,29.488278,-95.533169,PFPeA,5,short,110
TX0790433,GW-Groundwater,29.717265,-95.797124,PFBA,4,short,6.3
TX0790433,GW-Groundwater,29.717265,-95.797124,PFHxA,6,short,4.2
TX0790433,GW-Groundwater,29.717265,-95.797124,PFPeA,5,short,3.7
TX0790444,"MX-Any combination of GW, SW, and GU",29.689346,-95.796226,PFBA,4,short,5.6
TX0790444,"MX-Any combination of GW, SW, and GU",29.689346,-95.796226,PFBS,4,short,4.2
TX0790444,"MX-Any combination of GW, SW, and GU",29.689346,-95.796226,PFHxA,6,short,8.9
TX0790444,"MX-Any combination of GW, SW, and GU",29.689346,-95.796226,PFHxS,6,short,3.9
TX0790444,"MX-Any combination of GW, SW, and GU",29.689346,-95.796226,PFPeA,5,short,7.8
TX0790452,GW-Groundwater,29.53044,-95.552566,PFBA,4,short,9.6
TX0790452,GW-Groundwater,29.53044,-95.552566,PFBS,4,short,3.7
TX0790452,GW-Groundwater,29.53044,-95.552566,PFHxA,6,short,5.7
TX0790452,GW-Groundwater,29.53044,-95.552566,PFPeA,5,short,194
TX0790470,"MX-Any combination of GW, SW, and GU",29.669097,-95.73681,PFHxA,6,short,5.8
TX0790470,"MX-Any combination of GW, SW, and GU",29.669097,-95.73681,PFPeA,5,short,6
TX0790533,GW-Groundwater,29.659258,-95.68742,PFBA,4,short,5.5
TX0790533,GW-Groundwater,29.659258,-95.68742,PFHxA,6,short,3.9
TX0790533,GW-Groundwater,29.659258,-95.68742,PFPeA,5,short,4
TX0840001,SW-Surface Water,29.459655,-95.05572,PFBA,4,short,12.1
TX0840001,SW-Surface Water,29.459655,-95.05572,PFBS,4,short,3.7
TX0840001,SW-Surface Water,29.459655,-95.05572,PFHxA,6,short,5.4
TX0840001,SW-Surface Water,29.459655,-95.05572,PFPeA,5,short,157
TX0840009,SW-Surface Water,29.374431,-95.09094,PFBA,4,short,19.3
TX0840009,SW-Surface Water,29.374431,-95.09094,PFBS,4,short,3
TX0840009,SW-Surface Water,29.374431,-95.09094,PFHxA,6,short,4.2
TX0840009,SW-Surface Water,29.374431,-95.09094,PFPeA,5,short,135
TX0850001,SW-Surface Water,33.191015,-101.381492,PFBA,4,short,32.7
TX0930003,GW-Groundwater,30.63298,-96.054733,PFBA,4,short,11.1
TX0940018,SW-Surface Water,29.574874,-98.231415,PFBA,4,short,5.4
TX1010003,SW-Surface Water,29.764969,-94.971051,PFBA,4,short,21.9
TX1010003,SW-Surface Water,29.764969,-94.971051,PFBS,4,short,9.8
TX1010003,SW-Surface Water,29.764969,-94.971051,PFHpA,7,short,6.3
TX1010003,SW-Surface Water,29.764969,-94.971051,PFHxA,6,short,18.9
TX1010003,SW-Surface Water,29.764969,-94.971051,PFHxS,6,short,8.9
TX1010003,SW-Surface Water,29.764969,-94.971051,PFOS,8,Long,11.7
TX1010003,SW-Surface Water,29.764969,-94.971051,PFPeA,5,short,20.3
TX1010007,SW-Surface Water,29.687338,-95.11573,PFBA,4,short,14.7
TX1010007,SW-Surface Water,29.687338,-95.11573,PFBS,4,short,4.5
TX1010007,SW-Surface Water,29.687338,-95.11573,PFHxA,6,short,8.5
TX1010007,SW-Surface Water,29.687338,-95.11573,PFOS,8,Long,4.1
TX1010007,SW-Surface Water,29.687338,-95.11573,PFPeA,5,short,9
TX1010009,"MX-Any combination of GW, SW, and GU",29.739655,-95.23805,PFBA,4,short,13.4
TX1010009,"MX-Any combination of GW, SW, and GU",29.739655,-95.23805,PFBS,4,short,7.7
TX1010009,"MX-Any combination of GW, SW, and GU",29.739655,-95.23805,PFHxA,6,short,11.9
TX1010009,"MX-Any combination of GW, SW, and GU",29.739655,-95.23805,PFHxS,6,short,7.8
TX1010009,"MX-Any combination of GW, SW, and GU",29.739655,-95.23805,PFPeA,5,short,12.5
TX1010016,SW-Surface Water,29.890423,-95.572379,PFBA,4,short,8.3
TX1010016,SW-Surface Water,29.890423,-95.572379,PFBS,4,short,3.7
TX1010016,SW-Surface Water,29.890423,-95.572379,PFHxA,6,short,7.3
TX1010016,SW-Surface Water,29.890423,-95.572379,PFHxS,6,short,3.5
TX1010016,SW-Surface Water,29.890423,-95.572379,PFPeA,5,short,7.7
TX1010022,SW-Surface Water,29.884005,-95.340228,PFBA,4,short,7.9
TX1010056,SW-Surface Water,29.589013,-95.143375,PFHxA,6,short,3.6
TX1010056,SW-Surface Water,29.589013,-95.143375,PFPeA,5,short,3.9
TX1010113,"MX-Any combination of GW, SW, and GU",29.796541,-95.123149,PFHxA,6,short,3.3
TX1010159,SW-Surface Water,29.817018,-95.054435,PFBA,4,short,7.4
TX1010159,SW-Surface Water,29.817018,-95.054435,PFHxA,6,short,3.3
TX1010226,SW-Surface Water,29.530236,-95.119123,PFBA,4,short,5
TX1010226,SW-Surface Water,29.530236,-95.119123,PFHxA,6,short,5.6
TX1010226,SW-Surface Water,29.530236,-95.119123,PFOS,8,Long,4.6
TX1010226,SW-Surface Water,29.530236,-95.119123,PFPeA,5,short,5.2
TX1010233,GW-Groundwater,29.983479,-95.526435,PFBA,4,short,50.4
TX1010233,GW-Groundwater,29.983479,-95.526435,PFBS,4,short,4.5
TX1010233,GW-Groundwater,29.983479,-95.526435,PFHxA,6,short,7.5
TX1010233,GW-Groundwater,29.983479,-95.526435,PFPeA,5,short,10.9
TX1010239,"MX-Any combination of GW, SW, and GU",29.77832,-95.170905,PFHxA,6,short,7.1
TX1010239,"MX-Any combination of GW, SW, and GU",29.77832,-95.170905,PFOS,8,Long,4
TX1010239,"MX-Any combination of GW, SW, and GU",29.77832,-95.170905,PFPeA,5,short,7.7
TX1010293,"MX-Any combination of GW, SW, and GU",29.683022,-95.176373,PFBA,4,short,11.2
TX1010293,"MX-Any combination of GW, SW, and GU",29.683022,-95.176373,PFBS,4,short,3.2
TX1010293,"MX-Any combination of GW, SW, and GU",29.683022,-95.176373,PFHxA,6,short,8.9
TX1010293,"MX-Any combination of GW, SW, and GU",29.683022,-95.176373,PFHxS,6,short,3.9
TX1010293,"MX-Any combination of GW, SW, and GU",29.683022,-95.176373,PFPeA,5,short,10.1
TX1010384,GW-Groundwater,30.017152,-95.465721,PFBA,4,short,7
TX1010386,SW-Surface Water,29.581856,-95.232806,PFBA,4,short,6.9
TX1010386,SW-Surface Water,29.581856,-95.232806,PFBS,4,short,3.1
TX1010386,SW-Surface Water,29.581856,-95.232806,PFHxA,6,short,4.2
TX1010386,SW-Surface Water,29.581856,-95.232806,PFHxS,6,short,3.1
TX1010386,SW-Surface Water,29.581856,-95.232806,PFPeA,5,short,4.3
TX1010429,"MX-Any combination of GW, SW, and GU",30.024677,-95.436029,PFBA,4,short,5.5
TX1010495,SW-Surface Water,30.001093,-95.586668,PFBA,4,short,6.2
TX1010503,"MX-Any combination of GW, SW, and GU",29.863565,-95.627444,PFBS,4,short,8.8
TX1010503,"MX-Any combination of GW, SW, and GU",29.863565,-95.627444,PFHxA,6,short,17.6
TX1010503,"MX-Any combination of GW, SW, and GU",29.863565,-95.627444,PFHxS,6,short,7.1
TX1010503,"MX-Any combination of GW, SW, and GU",29.863565,-95.627444,PFPeA,5,short,16.8
TX1010507,GW-Groundwater,29.988202,-95.515876,PFBA,4,short,9.4
TX1010507,GW-Groundwater,29.988202,-95.515876,PFBS,4,short,3.1
TX1010507,GW-Groundwater,29.988202,-95.515876,PFHxA,6,short,5
TX1010507,GW-Groundwater,29.988202,-95.515876,PFPeA,5,short,6.5
TX1010509,SW-Surface Water,30.02036,-95.560344,PFBS,4,short,4.3
TX1010509,SW-Surface Water,30.02036,-95.560344,PFHxA,6,short,8.7
TX1010509,SW-Surface Water,30.02036,-95.560344,PFPeA,5,short,12.6
TX1010538,SW-Surface Water,29.844726,-95.65434,PFBA,4,short,13.1
TX1010538,SW-Surface Water,29.844726,-95.65434,PFHxA,6,short,9.2
TX1010538,SW-Surface Water,29.844726,-95.65434,PFHxS,6,short,3
TX1010538,SW-Surface Water,29.844726,-95.65434,PFPeA,5,short,10.5
TX1010548,SW-Surface Water,29.992498,-95.511995,PFBA,4,short,7.6
TX1010632,GW-Groundwater,30.002983,-95.571764,PFBA,4,short,6
TX1010649,SW-Surface Water,29.880136,-95.515921,PFBA,4,short,6.4
TX1010649,SW-Surface Water,29.880136,-95.515921,PFHxA,6,short,3.6
TX1010649,SW-Surface Water,29.880136,-95.515921,PFPeA,5,short,3.6
TX1010654,SW-Surface Water,29.887258,-95.629109,PFBA,4,short,7.4
TX1010654,SW-Surface Water,29.887258,-95.629109,PFBS,4,short,4.2
TX1010654,SW-Surface Water,29.887258,-95.629109,PFHxA,6,short,7.7
TX1010654,SW-Surface Water,29.887258,-95.629109,PFHxS,6,short,3.8
TX1010654,SW-Surface Water,29.887258,-95.629109,PFPeA,5,short,8.4
TX1010712,SW-Surface Water,29.785574,-95.205327,PFBA,4,short,7.5
TX1010712,SW-Surface Water,29.785574,-95.205327,PFBS,4,short,3.1
TX1010712,SW-Surface Water,29.785574,-95.205327,PFHxA,6,short,5.2
TX1010712,SW-Surface Water,29.785574,-95.205327,PFHxS,6,short,3.3
TX1010712,SW-Surface Water,29.785574,-95.205327,PFPeA,5,short,6.1
TX1010720,SW-Surface Water,29.801692,-95.151628,PFBA,4,short,14.8
TX1010750,SW-Surface Water,29.854219,-95.203261,PFBA,4,short,7.6
TX1010750,SW-Surface Water,29.854219,-95.203261,PFBS,4,short,3.1
TX1010750,SW-Surface Water,29.854219,-95.203261,PFHxA,6,short,6
TX1010750,SW-Surface Water,29.854219,-95.203261,PFPeA,5,short,6.7
TX1010908,SW-Surface Water,29.717224,-95.402781,PFBA,4,short,7.8
TX1010908,SW-Surface Water,29.717224,-95.402781,PFBS,4,short,3.1
TX1010908,SW-Surface Water,29.717224,-95.402781,PFHxA,6,short,6.3
TX1010908,SW-Surface Water,29.717224,-95.402781,PFHxS,6,short,3
TX1010908,SW-Surface Water,29.717224,-95.402781,PFPeA,5,short,6.9
TX1010938,SW-Surface Water,29.89423,-95.219273,PFBS,4,short,4.6
TX1010938,SW-Surface Water,29.89423,-95.219273,PFHxA,6,short,4.2
TX1010938,SW-Surface Water,29.89423,-95.219273,PFPeA,5,short,4
TX1011019,SW-Surface Water,29.816688,-95.685619,PFBA,4,short,13.9
TX1011019,SW-Surface Water,29.816688,-95.685619,PFBS,4,short,7
TX1011019,SW-Surface Water,29.816688,-95.685619,PFHxA,6,short,12.2
TX1011019,SW-Surface Water,29.816688,-95.685619,PFHxS,6,short,6.4
TX1011019,SW-Surface Water,29.816688,-95.685619,PFPeA,5,short,13.5
