PWS ID,Facility Water Type,Latitude,Longitude,Contaminant,chain length,long-short,Total
90605013,GW-Groundwater,33.497131,-117.152924,PFBS,4,short,3
90605013,GW-Groundwater,33.497131,-117.152924,PFHxA,6,short,6.2
90605013,GW-Groundwater,33.497131,-117.152924,PFPeA,5,short,8.9
AK2310730,GW-Groundwater,64.836711,-147.735282,PFHxA,6,short,3.7
AK2310730,GW-Groundwater,64.836711,-147.735282,PFHxS,6,short,8.8
AK2310730,GW-Groundwater,64.836711,-147.735282,PFOA,8,Long,5.4
AK2310730,GW-Groundwater,64.836711,-147.735282,PFPeA,5,short,3.3
AL0000179,SW-Surface Water,32.86639,-85.203017,PFBS,4,short,3.8
AL0000179,SW-Surface Water,32.86639,-85.203017,PFHxA,6,short,5
AL0000179,SW-Surface Water,32.86639,-85.203017,PFPeA,5,short,5
AL0000577,SW-Surface Water,34.011878,-85.999344,PFBA,4,short,19.1
AL0000577,SW-Surface Water,34.011878,-85.999344,PFBS,4,short,155.4
AL0000577,SW-Surface Water,34.011878,-85.999344,PFHpA,7,short,11.5
AL0000577,SW-Surface Water,34.011878,-85.999344,PFHxA,6,short,34.9
AL0000577,SW-Surface Water,34.011878,-85.999344,PFHxS,6,short,4.2
AL0000577,SW-Surface Water,34.011878,-85.999344,PFOA,8,Long,32
AL0000577,SW-Surface Water,34.011878,-85.999344,PFOS,8,Long,32.4
AL0000577,SW-Surface Water,34.011878,-85.999344,PFPeA,5,short,56.5
AL0000729,SW-Surface Water,34.655074,-86.033893,PFBA,4,short,5.2
AL0000738,SW-Surface Water,33.517775,-86.792872,6:2 FTS,8,Long,5.8
AL0000738,SW-Surface Water,33.517775,-86.792872,PFBS,4,short,5.5
AL0000738,SW-Surface Water,33.517775,-86.792872,PFHxA,6,short,8.5
AL0000738,SW-Surface Water,33.517775,-86.792872,PFPeA,5,short,5.6
AL0000783,SW-Surface Water,34.835983,-87.668632,PFBA,4,short,7.2
AL0000783,SW-Surface Water,34.835983,-87.668632,PFBS,4,short,4.4
AL0000783,SW-Surface Water,34.835983,-87.668632,PFOA,8,Long,9.7
AL0000783,SW-Surface Water,34.835983,-87.668632,PFOS,8,Long,17
AL0000816,SW-Surface Water,32.644445,-85.37996,PFHxA,6,short,5
AL0000816,SW-Surface Water,32.644445,-85.37996,PFOA,8,Long,11
AL0000816,SW-Surface Water,32.644445,-85.37996,PFOS,8,Long,5.4
AL0000816,SW-Surface Water,32.644445,-85.37996,PFPeA,5,short,3.3
AL0000943,SW-Surface Water,34.316777,-86.308636,PFBA,4,short,16.9
AL0000943,SW-Surface Water,34.316777,-86.308636,PFBS,4,short,3.3
AL0000943,SW-Surface Water,34.316777,-86.308636,PFHxA,6,short,3.6
AL0001084,SW-Surface Water,34.566681,-86.999561,PFBA,4,short,6.9
AL0001148,GU-Groundwater Under Influence of Surface Water,33.222519,-86.830425,PFBS,4,short,5.2
AL0001148,GU-Groundwater Under Influence of Surface Water,33.222519,-86.830425,PFOA,8,Long,4
AL0001148,GU-Groundwater Under Influence of Surface Water,33.222519,-86.830425,PFOS,8,Long,5.9
AL0001148,SW-Surface Water,33.222519,-86.830425,PFBA,4,short,5.6
AL0001148,SW-Surface Water,33.222519,-86.830425,PFBS,4,short,4.2
AL0001148,SW-Surface Water,33.222519,-86.830425,PFHxA,6,short,5.6
AL0001148,SW-Surface Water,33.222519,-86.830425,PFOA,8,Long,4.8
AL0001148,SW-Surface Water,33.222519,-86.830425,PFOS,8,Long,6.9
AL0001148,SW-Surface Water,33.222519,-86.830425,PFPeA,5,short,7.7
AL0001796,SW-Surface Water,34.694703,-85.669736,PFBA,4,short,8.1
AZ0407046,GW-Groundwater,33.491357,-112.376897,PFHxA,6,short,3
AZ0407046,GW-Groundwater,33.491357,-112.376897,PFHxS,6,short,8.3
AZ0407088,"MX-Any combination of GW, SW, and GU",33.446048,-112.313655,PFBS,4,short,7.7
AZ0407092,"MX-Any combination of GW, SW, and GU",33.309758,-111.746235,PFBS,4,short,15.3
AZ0407093,"MX-Any combination of GW, SW, and GU",33.530854,-112.229219,PFBS,4,short,17
AZ0407100,GW-Groundwater,33.387705,-111.932477,PFBS,4,short,12.7
AZ0407100,GW-Groundwater,33.387705,-111.932477,PFHpA,7,short,4.8
AZ0407100,GW-Groundwater,33.387705,-111.932477,PFHxA,6,short,9
AZ0407100,GW-Groundwater,33.387705,-111.932477,PFHxS,6,short,11.4
AZ0407100,GW-Groundwater,33.387705,-111.932477,PFOA,8,Long,9.5
AZ0407100,GW-Groundwater,33.387705,-111.932477,PFOS,8,Long,25.1
AZ0407100,GW-Groundwater,33.387705,-111.932477,PFPeA,5,short,7.5
AZ0407406,GW-Groundwater,33.419233,-112.326866,PFOS,8,Long,6.5
AZ0410051,GW-Groundwater,32.278386,-110.999948,PFBS,4,short,4
AZ0410051,GW-Groundwater,32.278386,-110.999948,PFHxA,6,short,3
AZ0410051,GW-Groundwater,32.278386,-110.999948,PFHxS,6,short,13
AZ0410051,GW-Groundwater,32.278386,-110.999948,PFOA,8,Long,5
AZ0410051,GW-Groundwater,32.278386,-110.999948,PFOS,8,Long,4
AZ0410051,GW-Groundwater,32.278386,-110.999948,PFPeA,5,short,3
AZ0410329,GW-Groundwater,32.358167,-111.0796,PFHxS,6,short,13
AZ0410329,GW-Groundwater,32.358167,-111.0796,PFOS,8,Long,23
AZ0411009,GW-Groundwater,32.883834,-111.75678,PFBA,4,short,39.1
AZ0411009,GW-Groundwater,32.883834,-111.75678,PFBS,4,short,186.2
AZ0411009,GW-Groundwater,32.883834,-111.75678,PFHpA,7,short,16
AZ0411009,GW-Groundwater,32.883834,-111.75678,PFHxA,6,short,33.3
AZ0411009,GW-Groundwater,32.883834,-111.75678,PFHxS,6,short,11.5
AZ0411009,GW-Groundwater,32.883834,-111.75678,PFPeA,5,short,38.7
AZ0411017,GW-Groundwater,33.027838,-111.388792,PFBS,4,short,5.1
AZ0413012,GW-Groundwater,34.78368,-111.760747,PFBS,4,short,4.1
AZ0413012,GW-Groundwater,34.78368,-111.760747,PFHxA,6,short,4.6
AZ0413012,GW-Groundwater,34.78368,-111.760747,PFPeA,5,short,4.6
AZ0420423,GW-Groundwater,32.246222,-110.948769,PFBA,4,short,7.2
AZ0420423,GW-Groundwater,32.246222,-110.948769,PFHxA,6,short,9.6
AZ0420423,GW-Groundwater,32.246222,-110.948769,PFPeA,5,short,12.2
CA0410004,GW-Groundwater,39.362304,-121.69727,PFHpA,7,short,3.5
CA0410004,GW-Groundwater,39.362304,-121.69727,PFHxA,6,short,5.3
CA0410004,GW-Groundwater,39.362304,-121.69727,PFHxS,6,short,12.8
CA0410004,GW-Groundwater,39.362304,-121.69727,PFNA,9,Long,9.9
CA0410004,GW-Groundwater,39.362304,-121.69727,PFOS,8,Long,10.5
CA0410004,GW-Groundwater,39.362304,-121.69727,PFPeA,5,short,6.5
CA1010007,GW-Groundwater,36.746866,-119.791623,PFBS,4,short,4.6
CA1010007,GW-Groundwater,36.746866,-119.791623,PFHxA,6,short,5
CA1010007,GW-Groundwater,36.746866,-119.791623,PFOS,8,Long,8.9
CA1010007,GW-Groundwater,36.746866,-119.791623,PFPeA,5,short,16.4
CA1010026,GW-Groundwater,36.838399,-119.801977,PFBA,4,short,8
CA1010026,GW-Groundwater,36.838399,-119.801977,PFBS,4,short,5.6
CA1010026,GW-Groundwater,36.838399,-119.801977,PFHpA,7,short,13
CA1010026,GW-Groundwater,36.838399,-119.801977,PFHxA,6,short,16
CA1010026,GW-Groundwater,36.838399,-119.801977,PFHxS,6,short,3.5
CA1010026,GW-Groundwater,36.838399,-119.801977,PFOA,8,Long,12
CA1010026,GW-Groundwater,36.838399,-119.801977,PFOS,8,Long,8.8
CA1010026,GW-Groundwater,36.838399,-119.801977,PFPeA,5,short,20
CA1010029,GW-Groundwater,36.701031,-119.558033,PFHxA,6,short,3.5
CA1010029,GW-Groundwater,36.701031,-119.558033,PFOA,8,Long,4.5
CA1010029,GW-Groundwater,36.701031,-119.558033,PFOS,8,Long,5.8
CA1010029,GW-Groundwater,36.701031,-119.558033,PFPeA,5,short,3.8
CA1010339,GW-Groundwater,36.813278,-119.745936,PFBA,4,short,5.8
CA1010339,GW-Groundwater,36.813278,-119.745936,PFBS,4,short,13
CA1010339,GW-Groundwater,36.813278,-119.745936,PFHpA,7,short,4.3
CA1010339,GW-Groundwater,36.813278,-119.745936,PFHxA,6,short,11
CA1010339,GW-Groundwater,36.813278,-119.745936,PFOA,8,Long,12
CA1010339,GW-Groundwater,36.813278,-119.745936,PFPeA,5,short,16
CA1900046,GW-Groundwater,34.466083,-118.599924,PFOA,8,Long,5
CA1900046,GW-Groundwater,34.466083,-118.599924,PFOS,8,Long,5.5
CA1910003,GW-Groundwater,34.135266,-118.037584,PFOS,8,Long,10
CA1910019,GW-Groundwater,33.870729,-118.048663,PFOS,8,Long,4.8
CA1910038,GW-Groundwater,34.073216,-118.039224,PFHxS,6,short,3.2
CA1910038,GW-Groundwater,34.073216,-118.039224,PFOS,8,Long,4.4
CA1910042,GW-Groundwater,34.01489,-118.068566,PFBA,4,short,39.4
CA1910042,GW-Groundwater,34.01489,-118.068566,PFBS,4,short,45
CA1910042,GW-Groundwater,34.01489,-118.068566,PFDA,10,Long,10.7
CA1910042,GW-Groundwater,34.01489,-118.068566,PFHpA,7,short,10.5
CA1910042,GW-Groundwater,34.01489,-118.068566,PFHxA,6,short,73.1
CA1910042,GW-Groundwater,34.01489,-118.068566,PFHxS,6,short,7.9
CA1910042,GW-Groundwater,34.01489,-118.068566,PFOA,8,Long,61
CA1910042,GW-Groundwater,34.01489,-118.068566,PFOS,8,Long,110.8
CA1910042,GW-Groundwater,34.01489,-118.068566,PFPeA,5,short,81.5
CA1910084,GW-Groundwater,33.985142,-118.193246,PFOS,8,Long,14.8
CA1910086,GW-Groundwater,33.988044,-118.187255,PFHxS,6,short,3.7
CA1910086,GW-Groundwater,33.988044,-118.187255,PFOA,8,Long,4.8
CA1910086,GW-Groundwater,33.988044,-118.187255,PFOS,8,Long,17.1
CA1910091,GW-Groundwater,34.013955,-118.10934,PFBA,4,short,12
CA1910091,GW-Groundwater,34.013955,-118.10934,PFBS,4,short,10
CA1910091,GW-Groundwater,34.013955,-118.10934,PFHpA,7,short,4.6
CA1910091,GW-Groundwater,34.013955,-118.10934,PFHxA,6,short,8
CA1910091,GW-Groundwater,34.013955,-118.10934,PFHxS,6,short,5.6
CA1910091,GW-Groundwater,34.013955,-118.10934,PFOA,8,Long,13
CA1910091,GW-Groundwater,34.013955,-118.10934,PFOS,8,Long,40
CA1910091,GW-Groundwater,34.013955,-118.10934,PFPeA,5,short,8.3
CA1910108,GW-Groundwater,33.969642,-118.143078,PFBS,4,short,5.9
CA1910108,GW-Groundwater,33.969642,-118.143078,PFHpA,7,short,4.5
CA1910108,GW-Groundwater,33.969642,-118.143078,PFHxA,6,short,9.4
CA1910108,GW-Groundwater,33.969642,-118.143078,PFHxS,6,short,3.9
CA1910108,GW-Groundwater,33.969642,-118.143078,PFOA,8,Long,14
CA1910108,GW-Groundwater,33.969642,-118.143078,PFOS,8,Long,23
CA1910108,GW-Groundwater,33.969642,-118.143078,PFPeA,5,short,8.9
CA1910125,GW-Groundwater,34.002025,-118.075113,PFBA,4,short,8.4
CA1910125,GW-Groundwater,34.002025,-118.075113,PFBS,4,short,6.8
CA1910125,GW-Groundwater,34.002025,-118.075113,PFHxA,6,short,7.8
CA1910125,GW-Groundwater,34.002025,-118.075113,PFHxS,6,short,5
CA1910125,GW-Groundwater,34.002025,-118.075113,PFOA,8,Long,11
CA1910125,GW-Groundwater,34.002025,-118.075113,PFOS,8,Long,23
CA1910125,GW-Groundwater,34.002025,-118.075113,PFPeA,5,short,8.6
CA1910139,SW-Surface Water,34.119053,-118.110569,PFBA,4,short,5.3
CA1910152,GW-Groundwater,33.948426,-118.197989,PFHxA,6,short,3.2
CA1910152,GW-Groundwater,33.948426,-118.197989,PFHxS,6,short,4.3
CA1910152,GW-Groundwater,33.948426,-118.197989,PFOA,8,Long,7.5
CA1910152,GW-Groundwater,33.948426,-118.197989,PFOS,8,Long,19
CA1910152,GW-Groundwater,33.948426,-118.197989,PFPeA,5,short,3.6
CA1910153,GW-Groundwater,33.995979,-118.118248,PFOS,8,Long,8.7
CA1910159,GW-Groundwater,33.963303,-118.179542,PFHxS,6,short,9.1
CA1910159,GW-Groundwater,33.963303,-118.179542,PFOA,8,Long,12.3
CA1910159,GW-Groundwater,33.963303,-118.179542,PFOS,8,Long,43
CA1910160,GW-Groundwater,33.965374,-118.191796,PFBA,4,short,5.3
CA1910160,GW-Groundwater,33.965374,-118.191796,PFHxS,6,short,6.6
CA1910160,GW-Groundwater,33.965374,-118.191796,PFOA,8,Long,8.2
CA1910160,GW-Groundwater,33.965374,-118.191796,PFOS,8,Long,36.5
CA1910161,GW-Groundwater,33.900089,-118.194002,PFHxS,6,short,4.3
CA1910161,GW-Groundwater,33.900089,-118.194002,PFOA,8,Long,4.5
CA1910161,GW-Groundwater,33.900089,-118.194002,PFOS,8,Long,17
CA1910163,"MX-Any combination of GW, SW, and GU",34.060008,-117.86798,PFBS,4,short,3.6
CA1910163,"MX-Any combination of GW, SW, and GU",34.060008,-117.86798,PFOA,8,Long,4.1
CA1910163,"MX-Any combination of GW, SW, and GU",34.060008,-117.86798,PFOS,8,Long,4.1
CA1910174,GW-Groundwater,33.946607,-118.00867,PFBA,4,short,8.6
CA1910174,GW-Groundwater,33.946607,-118.00867,PFBS,4,short,3.9
CA1910174,GW-Groundwater,33.946607,-118.00867,PFHxA,6,short,3
CA1910174,GW-Groundwater,33.946607,-118.00867,PFOA,8,Long,6.3
CA1910174,GW-Groundwater,33.946607,-118.00867,PFOS,8,Long,13
CA1910174,GW-Groundwater,33.946607,-118.00867,PFPeA,5,short,4
CA1910179,SW-Surface Water,34.187996,-118.323352,PFBA,4,short,6.4
CA1910179,SW-Surface Water,34.187996,-118.323352,PFHxA,6,short,4
CA1910179,SW-Surface Water,34.187996,-118.323352,PFPeA,5,short,8
CA1910195,GW-Groundwater,33.917041,-118.165196,PFHxS,6,short,5.9
CA1910195,GW-Groundwater,33.917041,-118.165196,PFOA,8,Long,5.8
CA1910195,GW-Groundwater,33.917041,-118.165196,PFOS,8,Long,28
CA1910212,GW-Groundwater,34.09945,-118.031798,PFHxS,6,short,3.2
CA1910212,GW-Groundwater,34.09945,-118.031798,PFOS,8,Long,7.1
CA1910223,GW-Groundwater,34.062172,-118.098795,PFBA,4,short,5.6
CA1910240,GW-Groundwater,34.439349,-118.555262,PFBA,4,short,8.9
CA1910240,GW-Groundwater,34.439349,-118.555262,PFPeA,5,short,11.1
CA1910245,GW-Groundwater,33.945693,-118.074507,PFBA,4,short,11
CA1910245,GW-Groundwater,33.945693,-118.074507,PFBS,4,short,5.2
CA1910245,GW-Groundwater,33.945693,-118.074507,PFOA,8,Long,6.9
CA1910245,GW-Groundwater,33.945693,-118.074507,PFOS,8,Long,14
CA1910245,GW-Groundwater,33.945693,-118.074507,PFPeA,5,short,3.9
CA2410001,GW-Groundwater,37.35315,-120.600184,6:2 FTS,8,Long,13
CA2410001,GW-Groundwater,37.35315,-120.600184,PFBA,4,short,8
CA2410001,GW-Groundwater,37.35315,-120.600184,PFBS,4,short,12.1
CA2410001,GW-Groundwater,37.35315,-120.600184,PFHpA,7,short,16.6
CA2410001,GW-Groundwater,37.35315,-120.600184,PFHxA,6,short,38.4
CA2410001,GW-Groundwater,37.35315,-120.600184,PFHxS,6,short,97.1
CA2410001,GW-Groundwater,37.35315,-120.600184,PFOA,8,Long,44
CA2410001,GW-Groundwater,37.35315,-120.600184,PFOS,8,Long,59
CA2410001,GW-Groundwater,37.35315,-120.600184,PFPeA,5,short,47.4
CA2410001,GW-Groundwater,37.35315,-120.600184,PFPeS,5,short,12.3
CA2410008,GW-Groundwater,37.329152,-120.542555,PFOS,8,Long,12.9
CA2810002,SW-Surface Water,38.584351,-122.586164,PFHxA,6,short,3.2
CA2810002,SW-Surface Water,38.584351,-122.586164,PFOA,8,Long,6.4
CA2810002,SW-Surface Water,38.584351,-122.586164,PFOS,8,Long,12.2
CA2810002,SW-Surface Water,38.584351,-122.586164,PFPeA,5,short,4.2
CA3010037,GW-Groundwater,33.893526,-117.770227,PFBA,4,short,17.5
CA3010037,GW-Groundwater,33.893526,-117.770227,PFPeA,5,short,4.2
CA3010062,GW-Groundwater,33.778803,-117.960327,PFBA,4,short,32.7
CA3010062,GW-Groundwater,33.778803,-117.960327,PFHxS,6,short,3.6
CA3010062,GW-Groundwater,33.778803,-117.960327,PFOS,8,Long,5.8
CA3010062,GW-Groundwater,33.778803,-117.960327,PFPeA,5,short,13.1
CA3010064,GW-Groundwater,33.756544,-117.993988,PFHxS,6,short,4.1
CA3010064,GW-Groundwater,33.756544,-117.993988,PFOS,8,Long,4.3
CA3010082,GW-Groundwater,33.817912,-117.809836,PFBA,4,short,11.1
CA3010082,GW-Groundwater,33.817912,-117.809836,PFPeA,5,short,16.1
CA3010082,"MX-Any combination of GW, SW, and GU",33.817912,-117.809836,PFPeA,5,short,3
CA3110004,GW-Groundwater,38.87579,-121.293053,PFHxS,6,short,8.4
CA3210004,GW-Groundwater,39.936834,-120.947142,PFPeA,5,short,4.4
CA3310031,GU-Groundwater Under Influence of Surface Water,33.931458,-117.411509,PFPeA,5,short,3.3
CA3310036,GW-Groundwater,33.552712,-117.214333,PFHxS,6,short,3
CA3310036,GW-Groundwater,33.552712,-117.214333,PFOA,8,Long,4.7
CA3310036,GW-Groundwater,33.552712,-117.214333,PFOS,8,Long,4.1
CA3310037,"MX-Any combination of GW, SW, and GU",33.82369026,-117.5396525,PFPeA,5,short,3.6
CA3310044,GW-Groundwater,34.001099,-117.408337,PFBA,4,short,6.5
CA3310800,GW-Groundwater,33.928928,-117.57143,PFHxS,6,short,3.5
CA3410008,GW-Groundwater,38.412304,-121.34862,PFHxS,6,short,3.8
CA3410008,GW-Groundwater,38.412304,-121.34862,PFPeA,5,short,4.6
CA3410010,GW-Groundwater,38.555431,-121.340615,PFHxS,6,short,3.4
CA3410033,GW-Groundwater,38.491494,-121.394896,PFHpA,7,short,20.1
CA3410033,GW-Groundwater,38.491494,-121.394896,PFHxA,6,short,13.9
CA3410033,GW-Groundwater,38.491494,-121.394896,PFOA,8,Long,20.1
CA3410033,GW-Groundwater,38.491494,-121.394896,PFOS,8,Long,6.6
CA3410033,GW-Groundwater,38.491494,-121.394896,PFPeA,5,short,10
CA3600152,GW-Groundwater,34.05187,-117.26137,PFHxS,6,short,3.1
CA3600152,GW-Groundwater,34.05187,-117.26137,PFOS,8,Long,4.2
CA3610005,SW-Surface Water,34.260167,-117.193769,PFHpA,7,short,4.4
CA3610005,SW-Surface Water,34.260167,-117.193769,PFHxA,6,short,4.8
CA3610005,SW-Surface Water,34.260167,-117.193769,PFOA,8,Long,11
CA3610005,SW-Surface Water,34.260167,-117.193769,PFOS,8,Long,5
CA3610005,SW-Surface Water,34.260167,-117.193769,PFPeA,5,short,3.7
CA3610008,GW-Groundwater,34.253255,-116.827128,PFBS,4,short,3.7
CA3610008,GW-Groundwater,34.253255,-116.827128,PFHxA,6,short,3.5
CA3610008,GW-Groundwater,34.253255,-116.827128,PFHxS,6,short,16
CA3610008,GW-Groundwater,34.253255,-116.827128,PFOS,8,Long,6.5
CA3610008,GW-Groundwater,34.253255,-116.827128,PFPeA,5,short,3.2
CA3610014,GW-Groundwater,34.067385,-117.320873,PFHxS,6,short,5.1
CA3610014,GW-Groundwater,34.067385,-117.320873,PFOS,8,Long,13
CA3910007,GW-Groundwater,37.741735,-121.131033,PFHxS,6,short,3.5
CA3910007,GW-Groundwater,37.741735,-121.131033,PFOA,8,Long,5.2
CA3910007,GW-Groundwater,37.741735,-121.131033,PFOS,8,Long,12
CA4010001,"MX-Any combination of GW, SW, and GU",35.124316,-120.584688,PFBS,4,short,11
CA4010001,"MX-Any combination of GW, SW, and GU",35.124316,-120.584688,PFHxA,6,short,3.5
CA4010001,"MX-Any combination of GW, SW, and GU",35.124316,-120.584688,PFHxS,6,short,5.5
CA4010001,"MX-Any combination of GW, SW, and GU",35.124316,-120.584688,PFOA,8,Long,5.8
CA4010001,"MX-Any combination of GW, SW, and GU",35.124316,-120.584688,PFOS,8,Long,6.8
CA4010001,"MX-Any combination of GW, SW, and GU",35.124316,-120.584688,PFPeA,5,short,4.1
CA4010016,GW-Groundwater,35.32406,-120.831774,PFBA,4,short,6
CA4010016,GW-Groundwater,35.32406,-120.831774,PFBS,4,short,18
CA4010016,GW-Groundwater,35.32406,-120.831774,PFHpA,7,short,5.4
CA4010016,GW-Groundwater,35.32406,-120.831774,PFHxA,6,short,16.6
CA4010016,GW-Groundwater,35.32406,-120.831774,PFHxS,6,short,8.4
CA4010016,GW-Groundwater,35.32406,-120.831774,PFOA,8,Long,14.7
CA4010016,GW-Groundwater,35.32406,-120.831774,PFOS,8,Long,11.7
CA4010016,GW-Groundwater,35.32406,-120.831774,PFPeA,5,short,16.8
CA4010832,GW-Groundwater,35.463664,-120.634301,PFBS,4,short,3.6
CA4010832,GW-Groundwater,35.463664,-120.634301,PFHxS,6,short,4.4
CA4010832,GW-Groundwater,35.463664,-120.634301,PFOS,8,Long,4.3
CA4310001,GW-Groundwater,37.357655,-122.070252,PFHxS,6,short,3.1
CA4310006,GW-Groundwater,37.134828,-121.64534,PFHxA,6,short,3
CA4310006,GW-Groundwater,37.134828,-121.64534,PFHxS,6,short,3
CA4310006,GW-Groundwater,37.134828,-121.64534,PFPeA,5,short,3.1
CA4910005,GU-Groundwater Under Influence of Surface Water,38.616522,-122.863831,PFBS,4,short,4.7
CA4910005,GU-Groundwater Under Influence of Surface Water,38.616522,-122.863831,PFDoA,12,Long,3.1
CA4910005,GU-Groundwater Under Influence of Surface Water,38.616522,-122.863831,PFHxS,6,short,4.5
CA4910012,GW-Groundwater,38.290019,-122.455937,PFHxA,6,short,6.1
CA4910012,GW-Groundwater,38.290019,-122.455937,PFOA,8,Long,6.2
CA4910014,GW-Groundwater,38.348139,-122.696371,PFHxS,6,short,3.6
CA5110001,GW-Groundwater,39.274077,-121.665183,PFHxA,6,short,3
CA5110001,GW-Groundwater,39.274077,-121.665183,PFPeA,5,short,6.7
CA5310001,SW-Surface Water,40.725299,-122.934796,PFOS,8,Long,13.4
CA5410010,GW-Groundwater,36.061149,-119.023221,PFBA,4,short,5.1
CA5410010,GW-Groundwater,36.061149,-119.023221,PFBS,4,short,10.1
CA5410010,GW-Groundwater,36.061149,-119.023221,PFHpA,7,short,6.5
CA5410010,GW-Groundwater,36.061149,-119.023221,PFHxA,6,short,8.5
CA5410010,GW-Groundwater,36.061149,-119.023221,PFHxS,6,short,6.8
CA5410010,GW-Groundwater,36.061149,-119.023221,PFOA,8,Long,22
CA5410010,GW-Groundwater,36.061149,-119.023221,PFOS,8,Long,56
CA5410010,GW-Groundwater,36.061149,-119.023221,PFPeA,5,short,9
CO0101140,GW-Groundwater,39.829947,-104.908453,PFPeA,5,short,3
CO0101150,SW-Surface Water,39.859725,-104.981168,PFBA,4,short,6
CO0101150,SW-Surface Water,39.859725,-104.981168,PFBS,4,short,4.2
CO0101150,SW-Surface Water,39.859725,-104.981168,PFHxA,6,short,5.6
CO0101150,SW-Surface Water,39.859725,-104.981168,PFPeA,5,short,5.5
CO0115205,SW-Surface Water,38.741588,-108.059736,PFBA,4,short,8.3
CO0118016,SW-Surface Water,39.531928,-104.91224,PFBA,4,short,8
CO0118016,SW-Surface Water,39.531928,-104.91224,PFBS,4,short,5
CO0118016,SW-Surface Water,39.531928,-104.91224,PFHxA,6,short,5.3
CO0118016,SW-Surface Water,39.531928,-104.91224,PFPeA,5,short,5.7
CO0121900,"MX-Any combination of GW, SW, and GU",38.730775,-104.71031,PFBA,4,short,27.7
CO0121900,"MX-Any combination of GW, SW, and GU",38.730775,-104.71031,PFHxA,6,short,14.7
CO0121900,"MX-Any combination of GW, SW, and GU",38.730775,-104.71031,PFPeA,5,short,96.6
CT0070021,GW-Groundwater,41.602657,-72.748117,PFHxS,6,short,3.8
CT0090011,GW-Groundwater,41.370146,-73.412673,PFBS,4,short,3.9
CT0090011,GW-Groundwater,41.370146,-73.412673,PFOA,8,Long,5.9
CT0090011,GW-Groundwater,41.370146,-73.412673,PFPeA,5,short,3
CT0150011,SW-Surface Water,41.15714,-73.225534,PFOA,8,Long,4.2
CT0280011,GW-Groundwater,41.574092,-72.330228,PFHxS,6,short,6.9
CT0280011,GW-Groundwater,41.574092,-72.330228,PFOS,8,Long,17.8
CT0330011,GW-Groundwater,41.610776,-72.668142,PFHxS,6,short,4.2
CT0770021,"MX-Any combination of GW, SW, and GU",41.775959,-72.523123,PFOA,8,Long,6.9
CT0930011,SW-Surface Water,41.336248,-72.933938,PFOA,8,Long,4.3
CT1030011,GW-Groundwater,41.133739,-73.41578,PFBS,4,short,6.4
CT1030011,GW-Groundwater,41.133739,-73.41578,PFHxA,6,short,4.8
CT1030011,GW-Groundwater,41.133739,-73.41578,PFHxS,6,short,4.2
CT1030011,GW-Groundwater,41.133739,-73.41578,PFOA,8,Long,9.5
CT1030011,GW-Groundwater,41.133739,-73.41578,PFOS,8,Long,11.2
CT1030011,GW-Groundwater,41.133739,-73.41578,PFPeA,5,short,5.4
CT1100011,GW-Groundwater,41.671588,-72.854603,PFBA,4,short,6.4
CT1100011,GW-Groundwater,41.671588,-72.854603,PFOA,8,Long,4.7
CT1100011,GW-Groundwater,41.671588,-72.854603,PFOS,8,Long,6.2
CT1666011,GW-Groundwater,41.597886,-72.999446,PFBS,4,short,4.5
CT1666011,GW-Groundwater,41.597886,-72.999446,PFHxA,6,short,3.1
CT1666011,GW-Groundwater,41.597886,-72.999446,PFOA,8,Long,6.3
CT1666011,GW-Groundwater,41.597886,-72.999446,PFOS,8,Long,6.2
CT1666011,GW-Groundwater,41.597886,-72.999446,PFPeA,5,short,4.1
DC0000002,SW-Surface Water,38.927162,-77.029641,PFHxA,6,short,3.1
DC0000002,SW-Surface Water,38.927162,-77.029641,PFPeA,5,short,9.1
DC0000003,SW-Surface Water,38.88184,-76.99094,PFHxA,6,short,3.8
DC0000003,SW-Surface Water,38.88184,-76.99094,PFPeA,5,short,4.3
DC0000004,SW-Surface Water,38.829853,-77.000746,PFHxA,6,short,12.4
DC0000004,SW-Surface Water,38.829853,-77.000746,PFPeA,5,short,12.2
DE0000564,SW-Surface Water,39.679676,-75.615948,PFBA,4,short,48.6
DE0000564,SW-Surface Water,39.679676,-75.615948,PFDA,10,Long,9.3
DE0000564,SW-Surface Water,39.679676,-75.615948,PFHpA,7,short,22.9
DE0000564,SW-Surface Water,39.679676,-75.615948,PFHxA,6,short,29.1
DE0000564,SW-Surface Water,39.679676,-75.615948,PFNA,9,Long,15.8
DE0000564,SW-Surface Water,39.679676,-75.615948,PFOA,8,Long,26.9
DE0000564,SW-Surface Water,39.679676,-75.615948,PFPeA,5,short,31.2
DE0000564,SW-Surface Water,39.679676,-75.615948,PFUnA,11,Long,7.2
DE0000602,GW-Groundwater,38.757356,-75.149037,PFOS,8,Long,4.8
DE0000630,SW-Surface Water,39.670764,-75.762949,PFHxA,6,short,3.3
DE0000630,SW-Surface Water,39.670764,-75.762949,PFPeA,5,short,3.1
DE0000657,GW-Groundwater,39.289095,-75.611193,PFBS,4,short,12.4
DE0000657,GW-Groundwater,39.289095,-75.611193,PFHxA,6,short,7.5
DE0000657,GW-Groundwater,39.289095,-75.611193,PFOA,8,Long,18.4
DE0000657,GW-Groundwater,39.289095,-75.611193,PFOS,8,Long,11
DE0000657,GW-Groundwater,39.289095,-75.611193,PFPeA,5,short,4.7
