PWS ID,Facility Water Type,Latitude,Longitude,Contaminant,chain length,long-short,Total,key,bdod,cec,cfvo,clay,nitrogen,ocd,phh2o,sand,silt,soc,wv0010,wv0033,wv1500
010106001,GU-Groundwater Under Influence of Surface Water,41.464584,-71.972828,PFBA,4,short,6.5,41.464584-71.972828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
010106001,GU-Groundwater Under Influence of Surface Water,41.464584,-71.972828,PFBS,4,short,3.4,41.464584-71.972828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
010106001,GU-Groundwater Under Influence of Surface Water,41.464584,-71.972828,PFHpA,7,short,3.3,41.464584-71.972828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
010106001,GU-Groundwater Under Influence of Surface Water,41.464584,-71.972828,PFHxA,6,short,9.7,41.464584-71.972828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
010106001,GU-Groundwater Under Influence of Surface Water,41.464584,-71.972828,PFOA,8,Long,6.6,41.464584-71.972828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
010106001,GU-Groundwater Under Influence of Surface Water,41.464584,-71.972828,PFPeA,5,short,19.1,41.464584-71.972828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
061020808,GW-Groundwater,35.391465,-96.921469,PFHxS,6,short,3.3,35.391465-96.921469,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
061020808,GW-Groundwater,35.391465,-96.921469,PFOS,8,Long,4.1,35.391465-96.921469,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
085690003,SW-Surface Water,42.700883404907,-108.67592783719,PFOA,8,Long,9.3,42.700883404907-108.67592783719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090600147,GW-Groundwater,33.251828,-117.002794,PFBS,4,short,3.4,33.251828-117.002794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090600147,GW-Groundwater,33.251828,-117.002794,PFHxA,6,short,5.9,33.251828-117.002794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090600147,GW-Groundwater,33.251828,-117.002794,PFOA,8,Long,5.6,33.251828-117.002794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090600147,GW-Groundwater,33.251828,-117.002794,PFOS,8,Long,8.9,33.251828-117.002794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090600147,GW-Groundwater,33.251828,-117.002794,PFPeA,5,short,5,33.251828-117.002794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090600158,GW-Groundwater,32.813624,-116.726969,PFBS,4,short,24.3,32.813624-116.726969,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605013,GW-Groundwater,33.497131,-117.152924,PFBS,4,short,3,33.497131-117.152924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605013,GW-Groundwater,33.497131,-117.152924,PFHxA,6,short,6.2,33.497131-117.152924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605013,GW-Groundwater,33.497131,-117.152924,PFPeA,5,short,8.9,33.497131-117.152924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605153,GW-Groundwater,33.382822,-117.051995,PFBS,4,short,21.9,33.382822-117.051995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605153,GW-Groundwater,33.382822,-117.051995,PFHxA,6,short,7.2,33.382822-117.051995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605153,GW-Groundwater,33.382822,-117.051995,PFOA,8,Long,6.1,33.382822-117.051995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605153,GW-Groundwater,33.382822,-117.051995,PFPeA,5,short,25.9,33.382822-117.051995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605163,GW-Groundwater,37.217571,-119.731069,PFBS,4,short,11.9,37.217571-119.731069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605163,GW-Groundwater,37.217571,-119.731069,PFHxA,6,short,3.5,37.217571-119.731069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605163,GW-Groundwater,37.217571,-119.731069,PFOA,8,Long,4.8,37.217571-119.731069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
090605163,GW-Groundwater,37.217571,-119.731069,PFPeA,5,short,5,37.217571-119.731069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310683,GW-Groundwater,64.955458,-147.760099,PFHxA,6,short,3.1,64.955458-147.760099,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310683,GW-Groundwater,64.955458,-147.760099,PFHxS,6,short,5.7,64.955458-147.760099,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310730,GW-Groundwater,64.836711,-147.735282,PFHxA,6,short,3.7,64.836711-147.735282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310730,GW-Groundwater,64.836711,-147.735282,PFHxS,6,short,8.8,64.836711-147.735282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310730,GW-Groundwater,64.836711,-147.735282,PFOA,8,Long,5.4,64.836711-147.735282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310730,GW-Groundwater,64.836711,-147.735282,PFPeA,5,short,3.3,64.836711-147.735282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310900,GW-Groundwater,64.845749,-147.835039,PFHxA,6,short,4.3,64.845749-147.835039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310900,GW-Groundwater,64.845749,-147.835039,PFHxS,6,short,10.5,64.845749-147.835039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310900,GW-Groundwater,64.845749,-147.835039,PFOA,8,Long,6.4,64.845749-147.835039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AK2310900,GW-Groundwater,64.845749,-147.835039,PFPeA,5,short,3.9,64.845749-147.835039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000013,SW-Surface Water,32.594041,-86.469719,PFBA,4,short,9.2,32.594041-86.469719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000013,SW-Surface Water,32.594041,-86.469719,PFBS,4,short,39,32.594041-86.469719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000013,SW-Surface Water,32.594041,-86.469719,PFHpA,7,short,4,32.594041-86.469719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000013,SW-Surface Water,32.594041,-86.469719,PFHxA,6,short,11,32.594041-86.469719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000013,SW-Surface Water,32.594041,-86.469719,PFOA,8,Long,9.6,32.594041-86.469719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000013,SW-Surface Water,32.594041,-86.469719,PFOS,8,Long,12,32.594041-86.469719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000013,SW-Surface Water,32.594041,-86.469719,PFPeA,5,short,18,32.594041-86.469719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000023,GW-Groundwater,30.873028,-87.772442,PFHxS,6,short,12.8,30.873028-87.772442,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000023,GW-Groundwater,30.873028,-87.772442,PFOS,8,Long,20.9,30.873028-87.772442,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000025,GW-Groundwater,30.594314,-87.827462,PFBA,4,short,7.3,30.594314-87.827462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000025,GW-Groundwater,30.594314,-87.827462,PFBS,4,short,8.5,30.594314-87.827462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000025,GW-Groundwater,30.594314,-87.827462,PFHxA,6,short,4.1,30.594314-87.827462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000025,GW-Groundwater,30.594314,-87.827462,PFHxS,6,short,4.1,30.594314-87.827462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000025,GW-Groundwater,30.594314,-87.827462,PFOA,8,Long,4.5,30.594314-87.827462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000025,GW-Groundwater,30.594314,-87.827462,PFOS,8,Long,4.2,30.594314-87.827462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000025,GW-Groundwater,30.594314,-87.827462,PFPeA,5,short,5,30.594314-87.827462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000177,SW-Surface Water,32.845125,-85.242194,PFBA,4,short,8.5,32.845125-85.242194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000177,SW-Surface Water,32.845125,-85.242194,PFBS,4,short,5.4,32.845125-85.242194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000177,SW-Surface Water,32.845125,-85.242194,PFHxA,6,short,6.3,32.845125-85.242194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000177,SW-Surface Water,32.845125,-85.242194,PFOS,8,Long,4.2,32.845125-85.242194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000177,SW-Surface Water,32.845125,-85.242194,PFPeA,5,short,7.6,32.845125-85.242194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000179,SW-Surface Water,32.86639,-85.203017,PFBS,4,short,3.8,32.86639-85.203017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000179,SW-Surface Water,32.86639,-85.203017,PFHxA,6,short,5,32.86639-85.203017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000179,SW-Surface Water,32.86639,-85.203017,PFPeA,5,short,5,32.86639-85.203017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000180,SW-Surface Water,32.61371,-85.416227,PFBS,4,short,3.2,32.61371-85.416227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000180,SW-Surface Water,32.61371,-85.416227,PFHxA,6,short,5.1,32.61371-85.416227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000180,SW-Surface Water,32.61371,-85.416227,PFOA,8,Long,5.7,32.61371-85.416227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000180,SW-Surface Water,32.61371,-85.416227,PFOS,8,Long,6.2,32.61371-85.416227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000180,SW-Surface Water,32.61371,-85.416227,PFPeA,5,short,4.5,32.61371-85.416227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000237,GW-Groundwater,31.871244,-88.315854,PFHpA,7,short,3.1,31.871244-88.315854,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000255,GW-Groundwater,31.6999,-87.774042,PFBS,4,short,4.8,31.6999-87.774042,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000262,SW-Surface Water,31.908114,-87.741759,PFBA,4,short,6.4,31.908114-87.741759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000262,SW-Surface Water,31.908114,-87.741759,PFBS,4,short,33,31.908114-87.741759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000262,SW-Surface Water,31.908114,-87.741759,PFHpA,7,short,3.9,31.908114-87.741759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000262,SW-Surface Water,31.908114,-87.741759,PFHxA,6,short,9.3,31.908114-87.741759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000262,SW-Surface Water,31.908114,-87.741759,PFOA,8,Long,8.9,31.908114-87.741759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000262,SW-Surface Water,31.908114,-87.741759,PFOS,8,Long,14,31.908114-87.741759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000262,SW-Surface Water,31.908114,-87.741759,PFPeA,5,short,15,31.908114-87.741759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,GU-Groundwater Under Influence of Surface Water,34.737634,-87.841874,PFBS,4,short,11,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,GU-Groundwater Under Influence of Surface Water,34.737634,-87.841874,PFHxA,6,short,3.7,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,GU-Groundwater Under Influence of Surface Water,34.737634,-87.841874,PFOS,8,Long,12.2,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFBA,4,short,31.6,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFBS,4,short,17.2,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFHpA,7,short,12.2,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFHxA,6,short,16.3,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFHxS,6,short,10.8,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFOA,8,Long,54.3,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFOS,8,Long,83.9,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000314,SW-Surface Water,34.737634,-87.841874,PFPeA,5,short,9,34.737634-87.841874,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000320,SW-Surface Water,34.657214,-87.705886,PFBA,4,short,5.3,34.657214-87.705886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000320,SW-Surface Water,34.657214,-87.705886,PFBS,4,short,6.6,34.657214-87.705886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000320,SW-Surface Water,34.657214,-87.705886,PFHxA,6,short,3,34.657214-87.705886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000320,SW-Surface Water,34.657214,-87.705886,PFOS,8,Long,5.9,34.657214-87.705886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000329,SW-Surface Water,34.718745,-87.606557,PFBA,4,short,7.5,34.718745-87.606557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000329,SW-Surface Water,34.718745,-87.606557,PFBS,4,short,7.8,34.718745-87.606557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000329,SW-Surface Water,34.718745,-87.606557,PFHxA,6,short,3.1,34.718745-87.606557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000329,SW-Surface Water,34.718745,-87.606557,PFOA,8,Long,7.5,34.718745-87.606557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000329,SW-Surface Water,34.718745,-87.606557,PFOS,8,Long,16.9,34.718745-87.606557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000331,SW-Surface Water,34.722353,-87.702536,PFBA,4,short,8.6,34.722353-87.702536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000331,SW-Surface Water,34.722353,-87.702536,PFBS,4,short,7.2,34.722353-87.702536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000331,SW-Surface Water,34.722353,-87.702536,PFHxA,6,short,4.9,34.722353-87.702536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000331,SW-Surface Water,34.722353,-87.702536,PFOA,8,Long,4.8,34.722353-87.702536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000331,SW-Surface Water,34.722353,-87.702536,PFOS,8,Long,6,34.722353-87.702536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000331,SW-Surface Water,34.722353,-87.702536,PFPeA,5,short,4.7,34.722353-87.702536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000409,SW-Surface Water,34.293648,-86.55539,PFBA,4,short,6.9,34.293648-86.55539,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000540,SW-Surface Water,32.604995,-86.28247,PFBA,4,short,12,32.604995-86.28247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000540,SW-Surface Water,32.604995,-86.28247,PFBS,4,short,62,32.604995-86.28247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000540,SW-Surface Water,32.604995,-86.28247,PFHpA,7,short,6.6,32.604995-86.28247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000540,SW-Surface Water,32.604995,-86.28247,PFHxA,6,short,18,32.604995-86.28247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000540,SW-Surface Water,32.604995,-86.28247,PFOA,8,Long,17,32.604995-86.28247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000540,SW-Surface Water,32.604995,-86.28247,PFOS,8,Long,15,32.604995-86.28247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000540,SW-Surface Water,32.604995,-86.28247,PFPeA,5,short,31,32.604995-86.28247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000551,SW-Surface Water,32.534407,-86.19505,PFBA,4,short,13.4,32.534407-86.19505,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFBA,4,short,19.1,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFBS,4,short,155.4,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFHpA,7,short,11.5,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFHxA,6,short,34.9,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFHxS,6,short,4.2,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFOA,8,Long,32,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFOS,8,Long,32.4,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000577,SW-Surface Water,34.011878,-85.999344,PFPeA,5,short,56.5,34.011878-85.999344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000580,SW-Surface Water,34.075651,-85.989639,PFBA,4,short,16.6,34.075651-85.989639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000580,SW-Surface Water,34.075651,-85.989639,PFBS,4,short,51.3,34.075651-85.989639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000580,SW-Surface Water,34.075651,-85.989639,PFHpA,7,short,4.1,34.075651-85.989639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AL0000580,SW-Surface Water,34.075651,-85.989639,PFHxA,6,short,14.3,34.075651-85.989639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
