Latitude,Longitude,Category
42.504809,-83.105398,Waste Management
42.49071,-83.11168,Waste Management
42.15121,-84.02526,Waste Management
44.191356,-86.264558,Waste Management
44.240555,-86.304722,Waste Management
45.9597,-86.2554,Waste Management
45.952,-86.2544,Waste Management
44.339088,-85.40545,Waste Management
44.786194,-85.845963,Waste Management
43.105,-84.6917,Waste Management
42.0172,-85.7997,Waste Management
42.019659,-85.796955,Waste Management
46.3828,-89.6964,Waste Management
42.7034,-82.5015,Waste Management
44.100627,-85.137532,Waste Management
43.328046,-83.068391,Waste Management
46.54685,-87.42912,Waste Management
46.48959,-87.471525,Waste Management
46.4859,-87.30362,Waste Management
42.26991,-84.98036,Waste Management
42.26656,-84.97038,Waste Management
42.356243,-85.009915,Waste Management
42.36103,-85.01119,Waste Management
42.90717,-82.46812,Waste Management
42.59111,-84.454,Waste Management
42.58702,-84.44302,Waste Management
42.56237,-84.44297,Waste Management
42.521916,-84.441587,Waste Management
46.7556,-89.0708,Waste Management
42.002534,-83.51058,Waste Management
43.31944,-83.33722,Waste Management
42.97671,-82.76445,Waste Management
42.901535,-82.762025,Waste Management
42.01376,-85.44243,Waste Management
45.126073,-87.613004,Waste Management
45.10294,-87.61095,Waste Management
45.1807,-87.6332,Waste Management
45.175,-87.625,Waste Management
43.418855,-84.343408,Waste Management
43.409519,-84.33851,Waste Management
42.947308,-83.287501,Waste Management
42.2327,-84.26142,Waste Management
42.754314,-85.513873,Waste Management
43.60582,-84.20092,Waste Management
43.62543,-84.37794,Waste Management
43.583055,-84.1988,Waste Management
43.597206,-84.192636,Waste Management
43.6003,-84.2234,Waste Management
43.58891,-84.20784,Waste Management
43.626641,-84.174323,Waste Management
42.098305,-83.653294,Waste Management
42.079615,-83.676499,Waste Management
42.58136,-83.61479,Waste Management
43.328956,-83.56667,Waste Management
43.2367,-83.5464,Waste Management
43.670331,-82.775757,Waste Management
41.90129,-83.36903,Waste Management
41.914729,-83.384732,Waste Management
43.19127,-83.86268,Waste Management
43.173752,-83.839145,Waste Management
43.171663,-83.840585,Waste Management
45.966666,-84.909166,Waste Management
41.73482,-84.22674,Waste Management
42.60194,-82.86527,Waste Management
43.102396,-83.691961,Waste Management
43.588835,-84.747556,Waste Management
43.614542,-84.774301,Waste Management
43.604548,-84.7067,Waste Management
43.626245,-84.755809,Waste Management
42.9928,-84.9289,Waste Management
42.7608,-84.8964,Waste Management
46.408156,-86.647032,Waste Management
43.22246,-86.17453,Waste Management
43.2417,-86.06764,Waste Management
43.234516,-86.254511,Waste Management
43.19671,-86.23524,Waste Management
42.610556,-85.109698,Waste Management
44.21063,-83.72291,Waste Management
44.343407,-83.724442,Waste Management
42.677813,-82.750422,Waste Management
41.80793,-86.70925,Waste Management
43.11674,-83.96034,Waste Management
43.453756,-85.779047,Waste Management
43.4045,-85.8107,Waste Management
46.371191,-85.509845,Waste Management
41.987837,-83.271247,Waste Management
41.83361,-86.25005,Waste Management
41.960556,-84.517556,Waste Management
43.1939,-83.3211,Waste Management
43.22966,-83.18239,Waste Management
43.2256,-83.2009,Waste Management
42.397313,-83.543319,Waste Management
42.406821,-83.556249,Waste Management
42.4069,-83.55647,Waste Management
43.16544,-86.26406,Waste Management
45.7789,-87.9058,Waste Management
45.800903,-87.952722,Waste Management
42.508425,-83.50643,Waste Management
42.48305,-83.48555,Waste Management
42.478263,-83.46726,Waste Management
42.483997,-83.485154,Waste Management
43.060673,-86.06016,Waste Management
43.150539,-84.183336,Waste Management
42.448956,-84.920939,Waste Management
45.3595,-84.2325,Waste Management
45.282282,-84.220915,Waste Management
41.99789,-84.132246,Waste Management
42.001407,-84.16347,Waste Management
46.827984,-89.58144,Waste Management
46.786048,-89.12878,Waste Management
46.865462,-89.315454,Waste Management
43.105749,-85.141888,Waste Management
43.1731,-83.5422,Waste Management
42.46233,-85.71055,Waste Management
41.797804,-83.696011,Waste Management
41.74572,-83.64937,Waste Management
43.206615,-83.455655,Waste Management
42.9994,-84.3836,Waste Management
43.75,-83.2667,Waste Management
43.015099,-84.179798,Waste Management
43.026888,-84.145029,Waste Management
42.87008,-83.29115,Waste Management
47.0417,-88.65,Waste Management
46.4381,-87.6031,Waste Management
46.600487,-85.223837,Waste Management
42.325332,-85.570746,Waste Management
42.2438,-84.5976,Waste Management
42.194185,-85.920306,Waste Management
42.30217,-85.96618,Waste Management
43.2642,-82.8203,Waste Management
42.81948,-84.2891,Waste Management
41.901877,-83.7103,Waste Management
45.373937,-84.972145,Waste Management
45.366898,-85.000186,Waste Management
45.358741,-85.053488,Waste Management
42.988742,-84.857217,Waste Management
46.17246,-84.35146,Waste Management
43.33033,-85.509633,Waste Management
43.842094,-83.287275,Waste Management
43.816771,-83.225797,Waste Management
43.898309,-83.949374,Waste Management
43.85641,-83.95727,Waste Management
43.854456,-84.075925,Waste Management
41.862376,-84.480651,Waste Management
42.44584,-85.63397,Waste Management
42.448439,-85.651721,Waste Management
42.6378,-83.249668,Waste Management
42.6939,-83.2891,Waste Management
44.04675,-82.96985,Waste Management
44.00752,-83.05136,Waste Management
43.9473,-82.7254,Waste Management
42.97533,-82.42003,Waste Management
42.9663,-82.47161,Waste Management
42.951,-82.48614,Waste Management
43.4242,-82.5603,Waste Management
42.875895,-84.900909,Waste Management
42.87151,-84.93179,Waste Management
42.62566,-84.75343,Waste Management
44.1917,-83.9148,Waste Management
44.287629,-84.660514,Waste Management
41.94831,-84.866984,Waste Management
46.477477,-90.001442,Waste Management
43.235238,-86.01343,Waste Management
43.26472,-85.93807,Waste Management
41.82513,-84.741986,Waste Management
42.375735,-83.294388,Waste Management
42.379382,-83.295218,Waste Management
42.40681,-83.29478,Waste Management
43.8719,-85.5014,Waste Management
43.47547,-83.639088,Waste Management
43.4697,-83.6922,Waste Management
43.608417,-85.144651,Waste Management
46.4059,-87.9809,Waste Management
42.398167,-85.490068,Waste Management
42.37626,-85.44007,Waste Management
42.79469,-82.74381,Waste Management
43.41784,-83.68702,Waste Management
42.27878,-83.13035,Waste Management
42.17733,-83.19501,Waste Management
42.156323,-83.212122,Waste Management
43.117035,-85.598003,Waste Management
43.143019,-85.599448,Waste Management
46.7292,-89.1847,Waste Management
42.061907,-83.248761,Waste Management
42.0579,-83.2086,Waste Management
45.424431,-83.819286,Waste Management
42.80323,-82.98564,Waste Management
42.26646,-83.39581,Waste Management
42.26032,-83.33463,Waste Management
42.24527,-83.31151,Waste Management
42.22859,-83.31776,Waste Management
42.21021,-83.31153,Waste Management
44.4911,-84.5708,Waste Management
44.414384,-84.106359,Waste Management
43.6894,-84.7603,Waste Management
42.5112,-82.96337,Waste Management
42.5064,-82.9616,Waste Management
46.23284,-84.59408,Waste Management
43.46373,-83.88564,Waste Management
43.403703,-84.0306,Waste Management
43.464941,-83.896957,Waste Management
43.463738,-83.909493,Waste Management
43.4552,-84.05208,Waste Management
43.501102,-83.944005,Waste Management
43.3127,-84.1415,Waste Management
42.485258,-82.893082,Waste Management
42.46544,-82.88522,Waste Management
45.895746,-84.733146,Waste Management
42.103889,-86.47,Waste Management
42.10805,-86.48094,Waste Management
42.39975,-83.57848,Waste Management
42.15973,-83.78352,Waste Management
42.215874,-83.781335,Waste Management
42.15522,-83.89729,Waste Management
42.128824,-83.769458,Waste Management
42.1599,-83.78356,Waste Management
42.14769,-83.76529,Waste Management
43.424415,-82.820812,Waste Management
43.714541,-84.401749,Waste Management
42.9295,-85.2164,Waste Management
42.877,-85.2132,Waste Management
42.65499,-86.17828,Waste Management
46.4897,-84.3123,Waste Management
46.499463,-84.343732,Waste Management
43.756671,-83.427357,Waste Management
43.7249,-83.4558,Waste Management
46.344564,-85.950148,Waste Management
42.5893,-85.5354,Waste Management
43.525,-84.857777,Waste Management
43.20622,-85.043182,Waste Management
42.917442,-82.591679,Waste Management
43.46528,-82.97833,Waste Management
42.41052,-86.26744,Waste Management
42.45467,-83.66628,Waste Management
47.105467,-88.637087,Waste Management
42.444486,-83.305339,Waste Management
42.45793,-83.25631,Waste Management
45.69224,-87.49023,Waste Management
43.156948,-85.696543,Waste Management
43.117491,-85.737686,Waste Management
43.1411,-85.7375,Waste Management
42.365024,-84.689077,Waste Management
42.420249,-84.781408,Waste Management
43.012778,-84.5525,Waste Management
42.820395,-82.494699,Waste Management
43.4151,-84.6027,Waste Management
43.988211,-83.926892,Waste Management
45.41507,-87.61518,Waste Management
44.033135,-84.003588,Waste Management
42.44853,-84.17525,Waste Management
41.774703,-85.430951,Waste Management
41.802622,-85.388092,Waste Management
42.110086,-83.494311,Waste Management
42.093,-83.428,Waste Management
42.7595,-85.00505,Waste Management
45.032153,-85.607524,Waste Management
44.9588,-85.6475,Waste Management
47.161572,-88.434856,Waste Management
42.18409,-83.2375,Waste Management
42.004247,-83.934932,Waste Management
42.088792,-85.000921,Waste Management
41.78137,-83.62702,Waste Management
44.511071,-86.00096,Waste Management
41.775968,-86.654864,Waste Management
41.765,-86.6067,Waste Management
41.92922,-85.63876,Waste Management
41.918981,-85.68139,Waste Management
44.7576,-85.612,Waste Management
44.78625,-85.63781,Waste Management
44.75744,-85.609914,Waste Management
42.126111,-83.190278,Waste Management
42.16748,-83.17135,Waste Management
46.4903,-88.9917,Waste Management
42.553988,-83.157011,Waste Management
42.55213,-83.12412,Waste Management
44.125493,-83.793207,Waste Management
42.06712,-85.12496,Waste Management
43.642778,-83.46954,Waste Management
42.654164,-83.073574,Waste Management
43.36179,-83.583897,Waste Management
42.619572,-85.020852,Waste Management
42.93639,-84.02455,Waste Management
42.12242,-85.54775,Waste Management
46.509274,-89.973545,Waste Management
46.4991,-89.9277,Waste Management
41.7381,-84.4428,Waste Management
43.003781,-85.688532,Waste Management
42.537019,-83.457878,Waste Management
42.53198,-83.02121,Waste Management
42.45166,-83.00534,Waste Management
42.458399,-83.009064,Waste Management
42.456758,-83.005431,Waste Management
42.780843,-82.994763,Waste Management
44.850833,-84.682741,Waste Management
46.2754,-89.1783,Waste Management
42.17142,-86.281258,Waste Management
42.673872,-85.620929,Waste Management
42.63042,-85.65445,Waste Management
42.733611,-85.643648,Waste Management
42.26904,-83.41606,Waste Management
42.264144,-83.42661,Waste Management
42.27907,-83.38282,Waste Management
42.269368,-83.416774,Waste Management
42.673025,-84.177426,Waste Management
42.545498,-83.360875,Waste Management
42.568263,-83.439674,Waste Management
44.25481,-84.20542,Waste Management
41.775982,-84.098202,Waste Management
42.911829,-84.787665,Waste Management
42.940797,-84.791296,Waste Management
46.373241,-86.596691,Waste Management
41.78027,-85.6387,Waste Management
41.80182,-85.763923,Waste Management
46.8009,-89.5567,Waste Management
43.392564,-86.331213,Waste Management
43.40906,-86.32205,Waste Management
43.409423,-86.291714,Waste Management
42.43618,-83.77693,Waste Management
42.69053,-84.2916,Waste Management
42.7164,-84.402625,Waste Management
45.69703,-87.336472,Waste Management
45.63725,-87.35205,Waste Management
42.54549,-83.55124,Waste Management
42.187609,-83.162429,Waste Management
42.172756,-83.22729,Waste Management
42.187824,-83.162036,Waste Management
42.18728,-83.16303,Waste Management
42.86713,-85.67568,Waste Management
42.921385,-85.705595,Waste Management
43.12884,-82.79979,Waste Management
43.11487,-82.79109,Waste Management
43.13,-82.79735,Waste Management
42.22486,-83.55442,Waste Management
42.236318,-83.54642,Waste Management
42.21618,-83.67972,Waste Management
42.258112,-83.559626,Waste Management
42.23572,-83.62914,Waste Management
42.218991,-83.553665,Waste Management
42.780647,-85.920569,Waste Management
42.80872,-86.01455,Waste Management
42.51169,-85.82496,Metal Coating
43.4053,-84.66679,Metal Coating
42.28996,-83.84959,Metal Coating
42.84341,-82.88328,Metal Coating
42.70784,-83.27349,Metal Coating
42.69811,-83.26196,Metal Coating
42.31609,-86.1064,Metal Coating
46.774751,-88.492059,Metal Coating
43.56058,-83.8939,Metal Coating
43.58995,-83.90344,Metal Coating
43.10089,-85.22537,Metal Coating
43.11069,-85.26271,Metal Coating
44.98029,-85.19314,Metal Coating
42.122516,-86.44771,Metal Coating
42.0958,-86.41729,Metal Coating
42.104321,-86.436842,Metal Coating
42.10147,-86.40861,Metal Coating
43.708124,-85.468606,Metal Coating
