Latitude,Longitude,Category
43.363712,-83.884459,Metal Coating
42.51761,-83.77159,Metal Coating
42.51753,-83.77658,Metal Coating
42.53607,-83.79029,Metal Coating
41.87954,-85.19427,Metal Coating
41.87609,-85.19832,Metal Coating
42.47035,-83.03596,Metal Coating
42.58442,-84.83132,Metal Coating
42.582235,-84.827502,Metal Coating
42.66403,-82.8498,Metal Coating
42.66532,-82.8489,Metal Coating
42.6583,-82.8524,Metal Coating
42.66978,-82.8496,Metal Coating
42.71771,-82.79863,Metal Coating
42.66963,-82.84592,Metal Coating
42.787897,-82.496513,Metal Coating
43.818954,-84.775597,Metal Coating
42.54114,-83.16624,Metal Coating
42.62658,-82.90452,Metal Coating
42.5558,-82.88386,Metal Coating
42.55556,-82.93032,Metal Coating
42.62123,-82.88012,Metal Coating
42.62658,-82.90441,Metal Coating
42.625274,-82.878606,Metal Coating
42.555299,-82.886393,Metal Coating
42.1838,-86.34611,Metal Coating
42.18367,-86.34611,Metal Coating
42.31169,-83.15848,Metal Coating
42.3388,-83.16339,Metal Coating
42.320661,-83.157823,Metal Coating
42.31161,-83.18787,Metal Coating
42.369,-83.0222,Metal Coating
42.376381,-83.02513,Metal Coating
42.42206,-83.03707,Metal Coating
42.39678,-83.17267,Metal Coating
42.40094,-83.01685,Metal Coating
42.37849,-83.24639,Metal Coating
42.42254,-83.03357,Metal Coating
42.3754,-83.30027,Metal Coating
42.29355,-83.13674,Metal Coating
42.29477,-83.10791,Metal Coating
42.43483,-83.03896,Metal Coating
42.32196,-83.13829,Metal Coating
42.39536,-83.145734,Metal Coating
42.395526,-82.989486,Metal Coating
42.418661,-83.065674,Metal Coating
42.423527,-83.026873,Metal Coating
42.36992,-83.18098,Metal Coating
42.33083,-83.09001,Metal Coating
42.42617,-83.04904,Metal Coating
42.3707,-83.22306,Metal Coating
42.3667,-83.06992,Metal Coating
42.36862,-83.22303,Metal Coating
42.299563,-83.110671,Metal Coating
42.40477,-83.03651,Metal Coating
42.39536,-83.14578,Metal Coating
42.37307,-83.02455,Metal Coating
42.39322,-83.00131,Metal Coating
42.34148,-83.88523,Metal Coating
42.643512,-86.212152,Metal Coating
45.128992,-85.110224,Metal Coating
44.305205,-83.424705,Metal Coating
42.46512,-82.93822,Metal Coating
42.4916,-84.6511,Metal Coating
41.98057,-86.29584,Metal Coating
41.988293,-86.302596,Metal Coating
41.735152,-83.531161,Metal Coating
42.46873,-83.38832,Metal Coating
42.470703,-83.391617,Metal Coating
42.45893,-83.42441,Metal Coating
42.78995,-83.72495,Metal Coating
42.467049,-83.127621,Metal Coating
42.10025,-83.29462,Metal Coating
43.03385,-83.655324,Metal Coating
43.07773,-83.66872,Metal Coating
43.00383,-83.64976,Metal Coating
43.05398,-83.68403,Metal Coating
43.08147,-83.66873,Metal Coating
43.0682,-83.76519,Metal Coating
42.65513,-84.08331,Metal Coating
42.55397,-82.93226,Metal Coating
42.54043,-82.93417,Metal Coating
42.531598,-82.944737,Metal Coating
42.54894,-82.93635,Metal Coating
42.55103,-82.93015,Metal Coating
42.5491,-82.93886,Metal Coating
42.545461,-82.936246,Metal Coating
41.801109,-86.500604,Metal Coating
43.05307,-86.20298,Metal Coating
43.03027,-86.19474,Metal Coating
43.03018,-86.20766,Metal Coating
43.0399,-86.19767,Metal Coating
43.05307,-86.20306,Metal Coating
42.9562,-85.68484,Metal Coating
42.92601,-85.70573,Metal Coating
42.94278,-85.68486,Metal Coating
42.9741,-85.65952,Metal Coating
42.972267,-85.625135,Metal Coating
42.99325,-85.67049,Metal Coating
42.97978,-85.66322,Metal Coating
42.97465,-85.6034,Metal Coating
42.92662,-85.63908,Metal Coating
42.88889,-85.56933,Metal Coating
42.9023,-85.64656,Metal Coating
42.91045,-85.6708,Metal Coating
42.936201,-85.533954,Metal Coating
42.97623,-85.67027,Metal Coating
42.935486,-85.649455,Metal Coating
43.00773,-85.72139,Metal Coating
42.94079,-85.701,Metal Coating
42.9396,-85.67465,Metal Coating
42.93546,-85.64727,Metal Coating
42.91633,-85.67387,Metal Coating
43.0166,-85.75197,Metal Coating
42.93563,-85.64394,Metal Coating
42.99774,-85.68841,Metal Coating
42.95507,-85.66869,Metal Coating
43.02198,-85.7435,Metal Coating
43.02215,-85.78018,Metal Coating
42.86072,-85.69991,Metal Coating
42.94463,-85.68409,Metal Coating
43.01036,-85.67888,Metal Coating
42.87354,-85.52826,Metal Coating
42.8596,-85.5291,Metal Coating
42.90935,-85.67354,Metal Coating
42.925082,-85.63779,Metal Coating
42.940678,-85.700408,Metal Coating
42.91137,-85.73796,Metal Coating
43.19511,-85.26778,Metal Coating
43.1984,-85.2365,Metal Coating
42.602377,-82.851757,Metal Coating
42.60853,-82.85482,Metal Coating
42.476104,-83.107431,Metal Coating
42.4617,-83.09006,Metal Coating
42.45571,-83.0837,Metal Coating
42.40787,-83.11232,Metal Coating
42.40889,-83.09044,Metal Coating
41.9402,-84.6538,Metal Coating
42.77567,-86.12427,Metal Coating
42.75143,-86.09665,Metal Coating
42.75102,-86.09663,Metal Coating
42.82848,-86.11022,Metal Coating
42.85616,-86.10598,Metal Coating
42.79756,-86.1281,Metal Coating
42.884629,-83.625518,Metal Coating
42.881604,-83.624281,Metal Coating
42.602933,-83.933011,Metal Coating
42.61902,-83.97999,Metal Coating
42.64228,-84.01183,Metal Coating
42.85302,-85.86966,Metal Coating
43.01975,-83.11101,Metal Coating
42.985365,-85.030135,Metal Coating
42.252812,-84.406008,Metal Coating
42.2748,-84.4741,Metal Coating
42.2368,-84.38433,Metal Coating
42.25068,-84.4059,Metal Coating
42.23831,-84.38077,Metal Coating
42.26196,-84.44535,Metal Coating
42.24104,-84.38439,Metal Coating
42.2452,-84.3967,Metal Coating
42.25154,-84.37831,Metal Coating
42.23276,-84.37241,Metal Coating
42.28384,-84.3963,Metal Coating
42.88997,-85.82698,Metal Coating
41.96801,-84.6655,Metal Coating
42.270963,-85.548526,Metal Coating
42.266642,-85.517944,Metal Coating
42.28356,-85.52742,Metal Coating
42.307154,-85.57896,Metal Coating
42.27412,-85.55644,Metal Coating
42.295229,-85.576551,Metal Coating
42.246701,-85.543307,Metal Coating
42.27114,-85.54864,Metal Coating
42.88585,-85.56103,Metal Coating
42.90015,-85.53486,Metal Coating
42.87524,-85.56306,Metal Coating
42.905293,-85.593837,Metal Coating
42.86033,-85.52788,Metal Coating
42.8858,-85.5746,Metal Coating
42.85007,-85.52773,Metal Coating
42.88623,-85.55579,Metal Coating
42.8736,-85.562,Metal Coating
42.854583,-85.549672,Metal Coating
42.71687,-83.23771,Metal Coating
42.75345,-84.575635,Metal Coating
42.78194,-84.62227,Metal Coating
42.739439,-84.587781,Metal Coating
43.03933,-83.30941,Metal Coating
42.260738,-83.18253,Metal Coating
42.0303,-84.7653,Metal Coating
42.36973,-83.35609,Metal Coating
42.37389,-83.35275,Metal Coating
42.37893,-83.35306,Metal Coating
42.37445,-83.43092,Metal Coating
42.38201,-83.37841,Metal Coating
42.37466,-83.33331,Metal Coating
42.37032,-83.40928,Metal Coating
42.38134,-83.40771,Metal Coating
42.94323,-85.33908,Metal Coating
42.93218,-85.33887,Metal Coating
42.93098,-85.36869,Metal Coating
43.96781,-86.44527,Metal Coating
42.6747,-82.9743,Metal Coating
42.6726,-82.96978,Metal Coating
42.47973,-83.10486,Metal Coating
42.52281,-83.11981,Metal Coating
42.52481,-83.1196,Metal Coating
42.512782,-83.110021,Metal Coating
42.5087,-83.11811,Metal Coating
42.476489,-83.096198,Metal Coating
42.53026,-83.09945,Metal Coating
42.5299,-83.09488,Metal Coating
42.47633,-83.08768,Metal Coating
42.513816,-83.141441,Metal Coating
42.48385,-83.08892,Metal Coating
42.52525,-83.08751,Metal Coating
42.53172,-83.08673,Metal Coating
42.2448,-84.9676,Metal Coating
42.20876,-85.78421,Metal Coating
45.147695,-87.617667,Metal Coating
43.60603,-84.20457,Metal Coating
42.071946,-83.570229,Metal Coating
41.91699,-83.3713,Metal Coating
41.916466,-83.366862,Metal Coating
41.95772,-83.35317,Metal Coating
41.898987,-83.3648,Metal Coating
41.916765,-83.366744,Metal Coating
42.60253,-82.89559,Metal Coating
43.5866,-84.74299,Metal Coating
43.21406,-86.18992,Metal Coating
43.21588,-86.21557,Metal Coating
43.20465,-86.28322,Metal Coating
43.21252,-86.25691,Metal Coating
43.21676,-86.21447,Metal Coating
43.20518,-86.25545,Metal Coating
43.20313,-86.23968,Metal Coating
43.20229,-86.2322,Metal Coating
42.679004,-82.75136,Metal Coating
42.7,-82.7292,Metal Coating
42.51121,-83.596,Metal Coating
41.839449,-86.24117,Metal Coating
41.849654,-86.232142,Metal Coating
43.23019,-83.19667,Metal Coating
43.14527,-86.22063,Metal Coating
42.45503,-83.17575,Metal Coating
41.7402,-83.69267,Metal Coating
42.821262,-83.15206,Metal Coating
42.21175,-85.89555,Metal Coating
43.234479,-82.805594,Metal Coating
42.44455,-85.63526,Metal Coating
42.35176,-83.45746,Metal Coating
42.35683,-83.45663,Metal Coating
42.38334,-83.47218,Metal Coating
42.37891,-83.44831,Metal Coating
42.40775,-83.46918,Metal Coating
42.65398,-83.3123,Metal Coating
42.624594,-83.254136,Metal Coating
42.95817,-82.44204,Metal Coating
42.95829,-82.447,Metal Coating
42.94175,-82.45126,Metal Coating
42.95194,-82.44693,Metal Coating
42.95298,-82.44675,Metal Coating
42.22237,-85.5405,Metal Coating
42.20106,-85.54176,Metal Coating
42.18289,-85.61127,Metal Coating
41.846,-84.746967,Metal Coating
42.37705,-83.27812,Metal Coating
42.37853,-83.29152,Metal Coating
42.37561,-83.27684,Metal Coating
42.37874,-83.29033,Metal Coating
43.88566,-85.50491,Metal Coating
42.37626,-85.44007,Metal Coating
42.846037,-82.765796,Metal Coating
42.17949,-83.1642,Metal Coating
42.652931,-83.158413,Metal Coating
43.1597,-85.55085,Metal Coating
43.10601,-85.57442,Metal Coating
42.80725,-82.9823,Metal Coating
42.22313,-83.38115,Metal Coating
42.22313,-83.381106,Metal Coating
42.24227,-83.3081,Metal Coating
42.51173,-82.95581,Metal Coating
42.51126,-82.95616,Metal Coating
42.51395,-82.96047,Metal Coating
42.52109,-82.95332,Metal Coating
42.52022,-82.95398,Metal Coating
42.521173,-82.911478,Metal Coating
43.41979,-83.95916,Metal Coating
42.0826,-86.49036,Metal Coating
43.3951,-84.6189,Metal Coating
43.68592,-84.39354,Metal Coating
42.089764,-85.63682,Metal Coating
42.675273,-83.010596,Metal Coating
42.671251,-82.97842,Metal Coating
42.670078,-82.980522,Metal Coating
42.0624,-86.38843,Metal Coating
42.385468,-86.2791,Metal Coating
42.445488,-83.279696,Metal Coating
42.204409,-84.557368,Metal Coating
43.1178,-86.21985,Metal Coating
43.103087,-86.212651,Metal Coating
43.09579,-86.21515,Metal Coating
43.0807,-86.1547,Metal Coating
43.07669,-86.2045,Metal Coating
42.59433,-83.04942,Metal Coating
42.60395,-83.03497,Metal Coating
42.603191,-83.034481,Metal Coating
42.58907,-83.04193,Metal Coating
42.570653,-83.034574,Metal Coating
42.54346,-83.04073,Metal Coating
42.5888,-83.0418,Metal Coating
44.263723,-83.52656,Metal Coating
42.24846,-83.28907,Metal Coating
42.21447,-83.27672,Metal Coating
42.21806,-83.27664,Metal Coating
42.25187,-83.27013,Metal Coating
42.21437,-83.27667,Metal Coating
42.21914,-83.27201,Metal Coating
41.99256,-85.62814,Metal Coating
41.94015,-85.62097,Metal Coating
42.54926,-83.15611,Metal Coating
42.54484,-83.11364,Metal Coating
42.54984,-83.15893,Metal Coating
42.552365,-83.1541,Metal Coating
42.55216,-83.16389,Metal Coating
42.55021,-83.15894,Metal Coating
42.53439,-83.09999,Metal Coating
42.551655,-83.15407,Metal Coating
43.368112,-83.574949,Metal Coating
42.12242,-85.54775,Metal Coating
42.47041,-82.98672,Metal Coating
42.45856,-83.00552,Metal Coating
42.47391,-83.04065,Metal Coating
42.45544,-83.040949,Metal Coating
42.49779,-82.97237,Metal Coating
42.45371,-83,Metal Coating
42.4727,-83.00294,Metal Coating
42.46528,-82.99717,Metal Coating
42.46208,-83.03501,Metal Coating
42.47653,-83.07484,Metal Coating
42.46366,-82.99838,Metal Coating
42.47387,-83.04246,Metal Coating
42.47854,-83.08137,Metal Coating
42.46861,-82.9973,Metal Coating
42.44738,-83.07957,Metal Coating
42.476419,-83.081366,Metal Coating
42.4495,-82.9986,Metal Coating
42.46377,-82.9934,Metal Coating
42.52909,-83.0339,Metal Coating
42.471064,-82.989852,Metal Coating
42.48069,-82.97596,Metal Coating
42.48688,-82.97446,Metal Coating
42.48491,-82.97593,Metal Coating
42.463776,-83.009942,Metal Coating
42.52683,-83.03234,Metal Coating
42.46344,-83.01136,Metal Coating
42.52906,-83.03332,Metal Coating
42.47778,-82.98842,Metal Coating
42.46867,-82.98802,Metal Coating
42.47636,-82.9895,Metal Coating
42.45343,-83.01119,Metal Coating
42.78666,-83.01118,Metal Coating
42.26609,-83.4147,Metal Coating
42.277396,-83.389557,Metal Coating
43.391782,-86.336205,Metal Coating
43.39262,-86.33851,Metal Coating
42.50468,-83.53029,Metal Coating
42.51885,-83.5488,Metal Coating
42.50891,-83.51412,Metal Coating
42.51833,-83.5172,Metal Coating
42.49914,-83.53013,Metal Coating
42.51779,-83.51377,Metal Coating
42.19477,-83.1663,Metal Coating
42.908991,-85.730135,Metal Coating
42.88419,-85.67425,Metal Coating
42.9065,-85.73305,Metal Coating
42.9006,-85.65787,Metal Coating
42.242126,-83.603817,Metal Coating
42.23226,-83.55591,Metal Coating
42.25337,-83.62141,Metal Coating
42.238022,-83.55523,Metal Coating
42.24243,-83.60397,Metal Coating
41.8895,-84.0142,Plastics and Resins
41.885064,-84.03357,Plastics and Resins
41.894444,-84.016389,Plastics and Resins
41.884193,-84.033543,Plastics and Resins
41.88887,-84.07119,Plastics and Resins
41.948851,-83.95862,Plastics and Resins
41.893611,-84.017219,Plastics and Resins
42.98051,-85.90458,Plastics and Resins
43.38609,-84.62934,Plastics and Resins
43.3861,-84.6269,Plastics and Resins
42.27681,-83.79927,Plastics and Resins
42.813401,-82.979946,Plastics and Resins
43.586113,-84.109322,Plastics and Resins
42.69757,-83.26616,Plastics and Resins
42.697227,-83.242046,Plastics and Resins
42.69972,-83.27249,Plastics and Resins
42.69972,-83.27244,Plastics and Resins
42.64446,-83.24553,Plastics and Resins
42.68079,-83.24584,Plastics and Resins
42.6647,-83.2374,Plastics and Resins
42.6308,-83.2317,Plastics and Resins
43.79158,-82.99399,Plastics and Resins
42.31532,-86.11991,Plastics and Resins
42.32831,-85.18529,Plastics and Resins
43.61531,-83.87489,Plastics and Resins
43.62319,-83.86251,Plastics and Resins
43.62319,-83.8625,Plastics and Resins
43.59044,-83.99982,Plastics and Resins
43.620322,-83.854678,Plastics and Resins
43.61936,-83.87118,Plastics and Resins
43.624426,-83.868673,Plastics and Resins
43.84586,-84.48568,Plastics and Resins
43.10004,-85.21301,Plastics and Resins
43.09366,-85.23366,Plastics and Resins
43.11069,-85.26271,Plastics and Resins
42.19684,-83.54661,Plastics and Resins
43.06875,-85.63174,Plastics and Resins
42.13658,-86.41754,Plastics and Resins
42.118214,-86.449766,Plastics and Resins
43.74256,-85.48356,Plastics and Resins
42.61856,-83.31509,Plastics and Resins
45.20645,-84.98279,Plastics and Resins
42.53607,-83.79029,Plastics and Resins
42.51684,-83.77085,Plastics and Resins
42.54566,-83.80387,Plastics and Resins
41.87535,-85.20096,Plastics and Resins
42.81169,-85.66531,Plastics and Resins
42.84062,-85.54049,Plastics and Resins
42.841027,-85.559192,Plastics and Resins
47.21126,-88.47983,Plastics and Resins
47.16632,-88.5114,Plastics and Resins
43.213454,-85.56106,Plastics and Resins
45.35965,-85.18206,Plastics and Resins
42.64212,-82.83352,Plastics and Resins
42.66211,-82.84332,Plastics and Resins
42.787897,-82.496513,Plastics and Resins
42.55082,-82.87341,Plastics and Resins
42.55468,-82.92335,Plastics and Resins
42.62272,-82.86004,Plastics and Resins
42.6254,-82.8601,Plastics and Resins
41.94937,-84.98042,Plastics and Resins
43.737604,-84.486893,Plastics and Resins
43.75709,-84.60114,Plastics and Resins
43.79953,-84.48882,Plastics and Resins
43.859302,-84.485432,Plastics and Resins
42.18367,-86.34611,Plastics and Resins
42.568863,-83.452657,Plastics and Resins
41.8384,-85.65972,Plastics and Resins
41.840416,-85.654182,Plastics and Resins
43.02886,-83.52054,Plastics and Resins
42.33646,-83.16672,Plastics and Resins
43.526502,-82.754506,Plastics and Resins
42.40094,-83.01685,Plastics and Resins
42.39541,-83.14242,Plastics and Resins
42.42183,-83.06259,Plastics and Resins
42.42177,-83.062557,Plastics and Resins
42.33466,-83.88879,Plastics and Resins
42.30373,-83.87817,Plastics and Resins
41.96218,-83.66999,Plastics and Resins
41.96308,-83.65455,Plastics and Resins
45.134893,-85.111526,Plastics and Resins
42.72497,-84.4512,Plastics and Resins
42.72485,-84.4512,Plastics and Resins
44.304287,-83.425946,Plastics and Resins
42.4903,-84.65946,Plastics and Resins
42.49249,-84.65134,Plastics and Resins
44.90379,-85.406668,Plastics and Resins
43.8988,-85.2677,Plastics and Resins
43.03385,-83.655324,Plastics and Resins
43.06076,-83.74947,Plastics and Resins
43.02566,-83.64936,Plastics and Resins
42.65827,-84.0772,Plastics and Resins
42.66206,-84.09707,Plastics and Resins
42.5403,-82.92964,Plastics and Resins
42.549327,-82.932206,Plastics and Resins
42.54657,-82.93425,Plastics and Resins
42.548601,-82.944799,Plastics and Resins
42.5496,-82.9428,Plastics and Resins
42.5503,-82.9342,Plastics and Resins
43.98514,-84.46846,Plastics and Resins
43.98727,-84.47682,Plastics and Resins
42.901401,-83.732905,Plastics and Resins
43.05306,-86.20394,Plastics and Resins
43.03521,-86.2073,Plastics and Resins
43.03027,-86.19362,Plastics and Resins
42.7615,-84.7397,Plastics and Resins
42.75542,-84.76785,Plastics and Resins
42.99325,-85.67049,Plastics and Resins
42.92662,-85.63908,Plastics and Resins
42.93843,-85.67562,Plastics and Resins
42.87671,-85.67776,Plastics and Resins
42.87271,-85.54214,Plastics and Resins
42.936201,-85.533954,Plastics and Resins
42.97699,-85.6827,Plastics and Resins
42.99461,-85.68831,Plastics and Resins
42.89506,-85.64606,Plastics and Resins
42.88972,-85.65218,Plastics and Resins
42.87855,-85.67784,Plastics and Resins
42.89802,-85.57282,Plastics and Resins
42.93545,-85.66936,Plastics and Resins
43.01591,-85.757075,Plastics and Resins
42.89617,-85.54609,Plastics and Resins
42.97627,-85.78751,Plastics and Resins
42.90254,-85.54362,Plastics and Resins
42.89823,-85.54051,Plastics and Resins
43.01406,-85.76807,Plastics and Resins
43.01036,-85.67888,Plastics and Resins
42.89614,-85.54724,Plastics and Resins
42.885048,-85.643046,Plastics and Resins
43.002483,-85.687919,Plastics and Resins
42.925082,-85.63779,Plastics and Resins
42.604306,-83.943525,Plastics and Resins
44.598333,-84.691667,Plastics and Resins
43.17604,-85.24523,Plastics and Resins
43.17039,-85.2374,Plastics and Resins
42.666073,-85.993009,Plastics and Resins
42.6035,-82.85562,Plastics and Resins
42.615926,-85.306173,Plastics and Resins
42.64296,-85.30627,Plastics and Resins
43.43451,-84.15057,Plastics and Resins
43.432662,-84.152172,Plastics and Resins
42.65619,-83.61606,Plastics and Resins
41.92207,-84.62088,Plastics and Resins
42.75234,-86.09668,Plastics and Resins
42.76395,-86.0835,Plastics and Resins
42.778995,-86.10019,Plastics and Resins
42.7339,-86.10699,Plastics and Resins
42.801415,-86.127152,Plastics and Resins
42.6513,-84.5123,Plastics and Resins
42.60676,-83.91617,Plastics and Resins
42.60109,-83.92948,Plastics and Resins
42.84597,-85.85543,Plastics and Resins
46.460907,-90.142696,Plastics and Resins
42.25469,-84.44893,Plastics and Resins
42.102197,-84.406887,Plastics and Resins
42.23572,-84.3753,Plastics and Resins
42.252803,-84.434486,Plastics and Resins
42.102188,-84.408626,Plastics and Resins
42.245329,-84.392177,Plastics and Resins
42.892262,-85.827454,Plastics and Resins
41.99629,-84.63339,Plastics and Resins
42.269722,-85.545556,Plastics and Resins
42.31038,-85.61678,Plastics and Resins
42.29886,-85.59474,Plastics and Resins
42.297972,-85.579437,Plastics and Resins
42.26683,-85.54118,Plastics and Resins
42.88585,-85.56103,Plastics and Resins
42.90015,-85.53486,Plastics and Resins
42.86901,-85.55742,Plastics and Resins
42.87524,-85.56306,Plastics and Resins
42.8858,-85.5746,Plastics and Resins
42.88262,-85.662875,Plastics and Resins
42.71925,-83.24279,Plastics and Resins
42.711122,-83.243998,Plastics and Resins
42.71667,-83.240879,Plastics and Resins
42.76052,-84.53058,Plastics and Resins
43.04707,-83.28672,Plastics and Resins
43.03923,-83.34759,Plastics and Resins
43.048573,-83.307557,Plastics and Resins
43.04136,-83.30771,Plastics and Resins
43.03933,-83.30941,Plastics and Resins
44.017074,-85.558497,Plastics and Resins
42.37029,-83.40165,Plastics and Resins
42.37296,-83.36451,Plastics and Resins
42.37076,-83.42491,Plastics and Resins
42.3625,-83.4,Plastics and Resins
42.36951,-83.32046,Plastics and Resins
42.379549,-83.408918,Plastics and Resins
42.379937,-83.404572,Plastics and Resins
42.37954,-83.42877,Plastics and Resins
42.371512,-83.421828,Plastics and Resins
42.94323,-85.33908,Plastics and Resins
42.67343,-82.96325,Plastics and Resins
42.67355,-82.96975,Plastics and Resins
42.675141,-82.964102,Plastics and Resins
42.673821,-82.962422,Plastics and Resins
42.676598,-82.960574,Plastics and Resins
42.50917,-83.11851,Plastics and Resins
42.52152,-83.1194,Plastics and Resins
42.53236,-83.10163,Plastics and Resins
42.53134,-83.09491,Plastics and Resins
42.47627,-83.09321,Plastics and Resins
42.169128,-84.031743,Plastics and Resins
44.152331,-86.296802,Plastics and Resins
43.323688,-83.081097,Plastics and Resins
46.564,-87.41108,Plastics and Resins
42.266296,-84.965653,Plastics and Resins
42.26376,-84.9959,Plastics and Resins
42.53745,-85.63237,Plastics and Resins
42.884391,-82.494863,Plastics and Resins
42.87816,-82.48706,Plastics and Resins
42.89883,-82.48361,Plastics and Resins
42.5987,-84.4681,Plastics and Resins
42.27276,-83.17309,Plastics and Resins
42.0135,-85.4518,Plastics and Resins
45.115214,-87.61833,Plastics and Resins
42.23331,-84.33393,Plastics and Resins
43.61071,-84.17016,Plastics and Resins
43.61097,-84.17877,Plastics and Resins
43.583055,-84.1988,Plastics and Resins
43.597206,-84.192636,Plastics and Resins
43.617297,-84.200045,Plastics and Resins
43.6003,-84.2234,Plastics and Resins
43.6085,-84.2236,Plastics and Resins
43.6014,-84.211,Plastics and Resins
43.606965,-84.217531,Plastics and Resins
43.606287,-84.217542,Plastics and Resins
43.58891,-84.20784,Plastics and Resins
43.60096,-84.20769,Plastics and Resins
42.084383,-83.668947,Plastics and Resins
43.287772,-83.530773,Plastics and Resins
41.933567,-83.35072,Plastics and Resins
42.61433,-82.88836,Plastics and Resins
43.20552,-86.27635,Plastics and Resins
43.21982,-86.25811,Plastics and Resins
43.28518,-86.256312,Plastics and Resins
43.21511,-86.19582,Plastics and Resins
43.219613,-86.195308,Plastics and Resins
43.21986,-86.26103,Plastics and Resins
43.208285,-86.202586,Plastics and Resins
43.208325,-86.199626,Plastics and Resins
42.67775,-82.75443,Plastics and Resins
42.51121,-83.596,Plastics and Resins
41.77258,-86.25493,Plastics and Resins
42.713345,-83.236113,Plastics and Resins
44.448195,-83.353207,Plastics and Resins
41.88503,-84.55778,Plastics and Resins
42.450038,-85.675863,Plastics and Resins
42.98152,-84.15099,Plastics and Resins
42.99257,-84.20639,Plastics and Resins
43.005536,-84.206201,Plastics and Resins
45.422961,-84.828559,Plastics and Resins
42.441102,-85.62825,Plastics and Resins
42.38406,-83.47203,Plastics and Resins
42.63521,-83.25205,Plastics and Resins
42.95185,-82.44955,Plastics and Resins
42.95814,-82.44352,Plastics and Resins
42.96774,-82.4659,Plastics and Resins
42.95153,-82.47452,Plastics and Resins
42.955351,-82.442108,Plastics and Resins
42.959693,-82.449254,Plastics and Resins
42.950858,-82.448533,Plastics and Resins
42.18289,-85.61127,Plastics and Resins
42.22108,-85.54056,Plastics and Resins
42.219488,-85.540652,Plastics and Resins
42.62171,-84.74718,Plastics and Resins
43.572561,-85.085853,Plastics and Resins
42.37626,-85.44007,Plastics and Resins
42.67646,-83.12614,Plastics and Resins
42.64184,-83.16264,Plastics and Resins
42.640999,-83.208528,Plastics and Resins
42.646309,-83.176515,Plastics and Resins
42.668126,-83.13323,Plastics and Resins
42.6372,-83.1683,Plastics and Resins
43.13288,-85.5534,Plastics and Resins
42.838667,-83.020519,Plastics and Resins
42.817644,-82.982514,Plastics and Resins
42.83934,-83.019103,Plastics and Resins
42.221,-83.3178,Plastics and Resins
42.2345,-83.30786,Plastics and Resins
42.2208,-83.3172,Plastics and Resins
42.50301,-82.96237,Plastics and Resins
42.48004,-82.93451,Plastics and Resins
42.49444,-82.96434,Plastics and Resins
43.440515,-84.047152,Plastics and Resins
43.01431,-84.55528,Plastics and Resins
42.10246,-86.47531,Plastics and Resins
42.07992,-86.49751,Plastics and Resins
43.3951,-84.6189,Plastics and Resins
42.179638,-83.751386,Plastics and Resins
42.18013,-83.76089,Plastics and Resins
42.17238,-83.75724,Plastics and Resins
42.934265,-85.1959,Plastics and Resins
46.48902,-84.3797,Plastics and Resins
42.665508,-83.04529,Plastics and Resins
42.66892,-82.97754,Plastics and Resins
42.6657,-83.01071,Plastics and Resins
42.673,-82.98863,Plastics and Resins
42.67675,-82.98878,Plastics and Resins
42.67206,-82.98859,Plastics and Resins
42.6692,-82.977514,Plastics and Resins
42.667033,-82.978278,Plastics and Resins
42.70768,-83.05482,Plastics and Resins
43.529,-84.69475,Plastics and Resins
43.1549,-85.7066,Plastics and Resins
43.15841,-85.70339,Plastics and Resins
42.81476,-82.50593,Plastics and Resins
43.346103,-84.139697,Plastics and Resins
42.83861,-82.495659,Plastics and Resins
42.60276,-83.04607,Plastics and Resins
42.55096,-83.03684,Plastics and Resins
42.60524,-83.03502,Plastics and Resins
42.60409,-83.04612,Plastics and Resins
42.57271,-83.04937,Plastics and Resins
41.81547,-85.42369,Plastics and Resins
41.8155,-85.42844,Plastics and Resins
41.80231,-85.424827,Plastics and Resins
41.79638,-85.44285,Plastics and Resins
41.9979,-83.9376,Plastics and Resins
41.74228,-83.55432,Plastics and Resins
41.93265,-85.64453,Plastics and Resins
41.93263,-85.64643,Plastics and Resins
44.72098,-85.58817,Plastics and Resins
42.1191,-83.1883,Plastics and Resins
42.120569,-83.190842,Plastics and Resins
42.543299,-83.133527,Plastics and Resins
42.54813,-83.15738,Plastics and Resins
43.71336,-82.93142,Plastics and Resins
43.721166,-82.936143,Plastics and Resins
42.66445,-83.01222,Plastics and Resins
43.368112,-83.574949,Plastics and Resins
42.12037,-85.54716,Plastics and Resins
42.109452,-85.56892,Plastics and Resins
42.07815,-85.49491,Plastics and Resins
42.57514,-83.44248,Plastics and Resins
42.570779,-83.441795,Plastics and Resins
42.568388,-83.442905,Plastics and Resins
42.49779,-82.97237,Plastics and Resins
42.49587,-82.97271,Plastics and Resins
42.47112,-83.006,Plastics and Resins
42.47841,-82.98478,Plastics and Resins
42.52906,-83.03332,Plastics and Resins
42.4778,-82.9917,Plastics and Resins
42.6727,-83.34731,Plastics and Resins
42.67173,-83.40648,Plastics and Resins
42.26613,-83.4126,Plastics and Resins
42.30185,-83.40452,Plastics and Resins
42.31792,-83.41806,Plastics and Resins
41.795328,-85.664883,Plastics and Resins
42.37665,-83.73444,Plastics and Resins
44.865063,-85.425317,Plastics and Resins
42.68095,-84.27941,Plastics and Resins
42.65884,-84.29962,Plastics and Resins
42.65885,-84.29815,Plastics and Resins
42.52317,-83.54653,Plastics and Resins
42.5112,-83.53273,Plastics and Resins
